Wall time,Step,Value
1528096504.9834054,1,0.5249999761581421
1528096507.6298795,2,0.3375000059604645
1528096510.2333791,3,0.3499999940395355
1528096512.848871,4,0.07500000298023224
1528096515.441376,5,0.0
1528096518.0348809,6,0.0
1528096520.635382,7,0.012500000186264515
1528096523.2288866,8,0.0
1528096525.8163946,9,0.0
1528096528.405902,10,0.012500000186264515
1528096532.0807836,11,0.0
1528096534.6972756,12,0.0
1528096537.2947774,13,0.0
1528096539.877288,14,0.012500000186264515
1528096542.66668,15,0.0
1528096546.4305103,16,0.0
1528096550.1053913,17,0.0
1528096553.2725668,18,0.0625
1528096555.8670697,19,0.012500000186264515
1528096558.463574,20,0.012500000186264515
1528096562.0704944,21,0.012500000186264515
1528096564.6669984,22,0.012500000186264515
1528096567.2724946,23,0.0
1528096569.8689983,24,0.012500000186264515
1528096572.468499,25,0.02500000037252903
1528096575.0680006,26,0.0
1528096577.6665032,27,0.012500000186264515
1528096580.276997,28,0.012500000186264515
1528096583.0803819,29,0.03750000149011612
1528096585.7068672,30,0.05000000074505806
1528096589.346769,31,0.012500000186264515
1528096591.9692566,32,0.0
1528096594.5577645,33,0.0
1528096597.1542673,34,0.02500000037252903
1528096599.7647634,35,0.0
1528096602.3642638,36,0.012500000186264515
1528096604.9667633,37,0.02500000037252903
1528096607.6182349,38,0.0
1528096610.2187362,39,0.02500000037252903
1528096612.8052447,40,0.07500000298023224
1528096616.383182,41,0.02500000037252903
1528096618.9656928,42,0.0
1528096621.558198,43,0.012500000186264515
1528096624.1537035,44,0.012500000186264515
1528096626.7532036,45,0.03750000149011612
1528096629.336715,46,0.012500000186264515
1528096631.9402125,47,0.012500000186264515
1528096634.541713,48,0.03750000149011612
1528096637.1322205,49,0.0
1528096639.7397177,50,0.0
1528096643.3426397,51,0.0
1528096645.9391425,52,0.012500000186264515
1528096648.5406425,53,0.0
1528096651.1511383,54,0.05000000074505806
1528096653.781622,55,0.012500000186264515
1528096656.3791234,56,0.0
1528096658.9786255,57,0.012500000186264515
1528096661.5661333,58,0.012500000186264515
1528096664.15664,59,0.012500000186264515
1528096666.7491453,60,0.0
1528096670.3260832,61,0.0
1528096672.939576,62,0.012500000186264515
1528096675.5310822,63,0.0
1528096678.133582,64,0.012500000186264515
1528096680.7430773,65,0.02500000037252903
1528096683.3495753,66,0.012500000186264515
1528096686.1579556,67,0.0
1528096689.11725,68,0.02500000037252903
1528096691.7417364,69,0.0625
1528096694.3352413,70,0.0
1528096697.9581525,71,0.03750000149011612
1528096700.5666492,72,0.012500000186264515
1528096703.3520439,73,0.0
1528096705.971533,74,0.05000000074505806
1528096708.5870268,75,0.03750000149011612
1528096711.1995196,76,0.02500000037252903
1528096713.8619838,77,0.02500000037252903
1528096716.5014625,78,0.02500000037252903
1528096719.103962,79,0.0625
1528096721.7154567,80,0.0
1528096725.292394,81,0.05000000074505806
1528096727.9128838,82,0.0
1528096730.5103858,83,0.012500000186264515
1528096733.1248791,84,0.012500000186264515
1528096735.7183843,85,0.03750000149011612
1528096738.3288786,86,0.03750000149011612
1528096740.932377,87,0.02500000037252903
1528096743.5208855,88,0.0625
1528096746.113391,89,0.05000000074505806
1528096748.7188885,90,0.0625
1528096752.3368025,91,0.02500000037252903
1528096754.9432998,92,0.02500000037252903
1528096757.5248117,93,0.0
1528096760.1373055,94,0.02500000037252903
1528096762.7388055,95,0.0
1528096765.3353086,96,0.012500000186264515
1528096767.9358103,97,0.03750000149011612
1528096770.539309,98,0.02500000037252903
1528096773.1587992,99,0.02500000037252903
1528096775.7533033,100,0.012500000186264515
1528096779.3562257,101,0.012500000186264515
1528096781.9537284,102,0.02500000037252903
1528096784.56922,103,0.012500000186264515
1528096787.1687222,104,0.03750000149011612
1528096789.7692225,105,0.02500000037252903
1528096792.3797174,106,0.012500000186264515
1528096794.9722226,107,0.02500000037252903
1528096797.5697253,108,0.02500000037252903
1528096800.1742237,109,0.0625
1528096802.7867174,110,0.03750000149011612
1528096806.3896403,111,0.012500000186264515
1528096809.0081308,112,0.0
1528096811.6046343,113,0.012500000186264515
1528096814.2141294,114,0.0
