Wall time,Step,Value
1528096168.727384,1,6.9982428550720215
1528096172.7122478,2,9.114060401916504
1528096176.623507,3,8.771761894226074
1528096180.557667,4,8.383340835571289
1528096184.4808192,5,5.471473693847656
1528096188.4229887,6,3.4183411598205566
1528096192.35971,7,3.398865222930908
1528096196.299535,8,2.3309245109558105
1528096200.246752,9,2.6735103130340576
1528096204.1849363,10,1.6626592874526978
1528096214.6095684,11,9.90306568145752
1528096218.5518723,12,7.2310662269592285
1528096222.500084,13,6.7200188636779785
1528096226.4526603,14,4.5557661056518555
1528096230.4049525,15,4.667664527893066
1528096234.365476,16,3.721461534500122
1528096238.3186896,17,3.186605453491211
1528096242.2664592,18,3.224165678024292
1528096246.2174523,19,3.226038694381714
1528096250.1734788,20,2.6612706184387207
1528096260.569516,21,5.757768154144287
1528096264.4360337,22,4.911872863769531
1528096268.310769,23,5.170621395111084
1528096272.191527,24,3.6886649131774902
1528096276.0705855,25,3.8318734169006348
1528096279.946566,26,3.795980453491211
1528096283.8335798,27,2.5657131671905518
1528096287.7096288,28,2.5432705879211426
1528096291.6052597,29,3.10947847366333
1528096295.555556,30,2.5616064071655273
1528096305.7943695,31,7.127652645111084
1528096309.7470555,32,5.469804286956787
1528096313.7030082,33,5.074441432952881
1528096317.6558766,34,4.116829872131348
1528096321.613491,35,3.653921127319336
1528096325.5623503,36,3.3834471702575684
1528096329.5212114,37,3.1527211666107178
1528096333.471158,38,2.6266849040985107
1528096337.4392772,39,2.3780975341796875
1528096341.402854,40,2.1819424629211426
1528096351.8997262,41,5.296086311340332
1528096355.8555028,42,5.505608558654785
1528096359.8232684,43,4.465758323669434
1528096363.7882354,44,3.9674439430236816
1528096367.7377908,45,4.028235912322998
1528096371.6875763,46,3.3386993408203125
1528096375.6472538,47,2.648456335067749
1528096379.6149244,48,2.6612067222595215
1528096383.566396,49,2.8643593788146973
1528096387.526803,50,2.615072727203369
1528096398.0165312,51,5.395155429840088
1528096401.9790993,52,4.150794506072998
1528096405.9357636,53,3.848616123199463
1528096409.894573,54,3.7416820526123047
1528096413.8440282,55,3.8960585594177246
1528096417.8051212,56,2.9815421104431152
1528096421.7675638,57,3.8102614879608154
1528096425.7293537,58,2.910749912261963
1528096429.6843429,59,2.7831969261169434
1528096433.6429677,60,2.761305332183838
1528096444.1133552,61,5.1411452293396
1528096448.077252,62,4.816529273986816
1528096452.0347614,63,4.45224142074585
1528096455.996223,64,3.983734607696533
1528096459.9677598,65,4.130232334136963
1528096463.9357893,66,3.657860279083252
1528096467.8987474,67,3.9189624786376953
1528096471.8508713,68,3.277120590209961
1528096475.8079448,69,3.1855461597442627
1528096479.7877634,70,3.1691927909851074
1528096490.0265746,71,4.4413862228393555
1528096493.983189,72,4.001488208770752
1528096497.9349968,73,3.892752170562744
1528096501.9002376,74,3.7741878032684326
1528096505.8616138,75,3.806452989578247
1528096509.8055942,76,2.9281368255615234
1528096513.769108,77,3.491405487060547
1528096517.7381337,78,2.8468589782714844
1528096521.700851,79,2.727332353591919
1528096525.6680746,80,2.618039846420288
1528096530.5890088,81,3.9257302284240723
1528096534.5632453,82,3.341618299484253
1528096538.5281646,83,3.257485866546631
1528096542.5048485,84,3.33807373046875
1528096546.498714,85,2.93798828125
1528096550.478743,86,2.9809820652008057
1528096554.4379575,87,2.5950376987457275
1528096558.3957853,88,2.6139378547668457
1528096562.362501,89,2.8040294647216797
1528096566.3274324,90,2.347390651702881
1528096571.24893,91,3.887629747390747
1528096575.2183576,92,3.336954116821289
1528096579.208208,93,3.8270766735076904
1528096583.214782,94,3.3125197887420654
1528096587.205739,95,3.289538860321045
1528096591.2130337,96,2.7430481910705566
1528096595.227906,97,2.7302119731903076
1528096599.2501519,98,2.848344326019287
1528096603.2919047,99,2.666691303253174
1528096607.2785685,100,2.4866087436676025
1528096612.1960614,101,3.225666046142578
1528096616.1721878,102,3.037384033203125
1528096620.1485431,103,3.2050976753234863
1528096624.116004,104,3.282343626022339
1528096628.079656,105,2.930983781814575
1528096632.0570586,106,2.900163173675537
1528096636.0162716,107,2.030033588409424
1528096640.0175552,108,2.577284336090088
1528096644.0176334,109,2.4477334022521973
1528096647.9862475,110,1.8503262996673584
1528096652.8968835,111,3.075035572052002
1528096656.8561275,112,3.2574985027313232
1528096660.8106258,113,3.006676435470581
1528096664.772009,114,2.8900210857391357
1528096668.7279449,115,2.7787153720855713
1528096672.6935744,116,2.0617294311523438
1528096676.656131,117,2.231527328491211
