Wall time,Step,Value
1528096168.727384,1,0.75
1528096172.7122478,2,0.5874999761581421
1528096176.623507,3,0.44999998807907104
1528096180.557667,4,0.4124999940395355
1528096184.4808192,5,0.42500001192092896
1528096188.4229887,6,0.612500011920929
1528096192.35971,7,0.6625000238418579
1528096196.299535,8,0.625
1528096200.246752,9,0.6625000238418579
1528096204.1849363,10,0.8125
1528096214.6095684,11,0.11249999701976776
1528096218.5518723,12,0.17499999701976776
1528096222.500084,13,0.10000000149011612
1528096226.4526603,14,0.25
1528096230.4049525,15,0.21250000596046448
1528096234.365476,16,0.375
1528096238.3186896,17,0.36250001192092896
1528096242.2664592,18,0.36250001192092896
1528096246.2174523,19,0.4000000059604645
1528096250.1734788,20,0.4000000059604645
1528096260.569516,21,0.125
1528096264.4360337,22,0.17499999701976776
1528096268.310769,23,0.15000000596046448
1528096272.191527,24,0.21250000596046448
1528096276.0705855,25,0.20000000298023224
1528096279.946566,26,0.2874999940395355
1528096283.8335798,27,0.44999998807907104
1528096287.7096288,28,0.44999998807907104
1528096291.6052597,29,0.30000001192092896
1528096295.555556,30,0.4749999940395355
1528096305.7943695,31,0.13750000298023224
1528096309.7470555,32,0.11249999701976776
1528096313.7030082,33,0.20000000298023224
1528096317.6558766,34,0.25
1528096321.613491,35,0.23749999701976776
1528096325.5623503,36,0.3375000059604645
1528096329.5212114,37,0.3125
1528096333.471158,38,0.44999998807907104
1528096337.4392772,39,0.4000000059604645
1528096341.402854,40,0.512499988079071
1528096351.8997262,41,0.16249999403953552
1528096355.8555028,42,0.11249999701976776
1528096359.8232684,43,0.21250000596046448
1528096363.7882354,44,0.17499999701976776
1528096367.7377908,45,0.22499999403953552
1528096371.6875763,46,0.2874999940395355
1528096375.6472538,47,0.4124999940395355
1528096379.6149244,48,0.48750001192092896
1528096383.566396,49,0.4124999940395355
1528096387.526803,50,0.4375
1528096398.0165312,51,0.13750000298023224
1528096401.9790993,52,0.20000000298023224
1528096405.9357636,53,0.21250000596046448
1528096409.894573,54,0.26249998807907104
1528096413.8440282,55,0.22499999403953552
1528096417.8051212,56,0.32499998807907104
1528096421.7675638,57,0.20000000298023224
1528096425.7293537,58,0.4000000059604645
1528096429.6843429,59,0.38749998807907104
1528096433.6429677,60,0.3499999940395355
1528096444.1133552,61,0.13750000298023224
1528096448.077252,62,0.11249999701976776
1528096452.0347614,63,0.11249999701976776
1528096455.996223,64,0.17499999701976776
1528096459.9677598,65,0.125
