Wall time,Step,Value
1528103139.8896625,1,5.026676654815674
1528103143.8536897,2,8.636640548706055
1528103147.7667665,3,7.794118404388428
1528103151.7257102,4,7.058087348937988
1528103155.6975684,5,7.844229221343994
1528103159.6364195,6,3.547050952911377
1528103163.5580156,7,4.60585880279541
1528103167.4798021,8,3.9832534790039062
1528103171.402548,9,3.547560930252075
1528103175.330687,10,2.3870582580566406
1528103180.1484234,11,9.968891143798828
1528103184.0727787,12,7.71364688873291
1528103188.0140321,13,6.7187089920043945
1528103191.9486177,14,4.720935344696045
1528103195.8855848,15,5.086759090423584
1528103199.827978,16,3.751009464263916
1528103203.778733,17,4.119129657745361
1528103207.7248476,18,3.7306549549102783
1528103211.6702256,19,3.5217864513397217
1528103215.621815,20,3.175960063934326
1528103220.4573035,21,5.397327423095703
1528103224.403235,22,4.721091270446777
1528103228.355349,23,4.53426456451416
1528103232.3265295,24,4.204466342926025
1528103236.2855601,25,4.450869560241699
1528103240.234845,26,3.786548137664795
1528103244.1904304,27,3.25163197517395
1528103248.15368,28,3.5649619102478027
1528103252.1113012,29,3.317873001098633
1528103256.068262,30,2.7227585315704346
1528103260.9246624,31,7.4058732986450195
1528103264.8948457,32,5.699202537536621
1528103268.8397508,33,5.533721446990967
1528103272.7877665,34,4.715806007385254
1528103276.7394211,35,4.203424453735352
1528103280.6884048,36,3.688307523727417
1528103284.6427305,37,3.651918411254883
1528103288.6007302,38,3.084426164627075
1528103292.542774,39,2.6578688621520996
1528103296.497779,40,2.3388969898223877
1528103301.3660567,41,4.744999885559082
1528103305.3167524,42,5.223605632781982
1528103309.2747316,43,4.085366249084473
1528103313.2257988,44,3.997469663619995
1528103317.1821182,45,3.8969435691833496
1528103321.1369956,46,3.4388976097106934
1528103325.0974078,47,3.5850281715393066
1528103329.0515683,48,3.002089500427246
1528103333.0103016,49,2.9849002361297607
1528103336.9733624,50,2.466836452484131
1528103341.8281815,51,5.432324409484863
1528103345.7825103,52,4.776950836181641
1528103349.728768,53,4.104676246643066
1528103353.6881955,54,4.3494367599487305
1528103357.641224,55,4.019867897033691
1528103361.591012,56,3.512430191040039
1528103365.542499,57,3.70915150642395
1528103369.501866,58,3.448376417160034
1528103373.455657,59,3.273416519165039
1528103377.4157598,60,3.1775128841400146
1528103382.2738452,61,5.097709655761719
1528103386.2372944,62,4.701706886291504
1528103390.1950183,63,4.402887344360352
1528103394.160688,64,4.552771091461182
1528103398.1155972,65,4.458571434020996
1528103402.0727932,66,3.6922898292541504
1528103406.036903,67,4.109076499938965
1528103409.990721,68,3.6677379608154297
1528103413.9533417,69,3.5704376697540283
1528103417.912634,70,2.864474058151245
1528103422.7643213,71,4.661062717437744
1528103426.7154906,72,4.499579906463623
1528103430.6720877,73,3.9064888954162598
1528103434.6271892,74,3.754441738128662
1528103438.5862014,75,3.8764050006866455
1528103442.5402784,76,2.9984543323516846
1528103446.4963934,77,3.274826765060425
1528103450.4514365,78,3.1056599617004395
1528103454.4059992,79,2.9784913063049316
1528103458.369666,80,2.790013551712036
1528103463.2200558,81,3.5936617851257324
1528103467.176267,82,3.378411054611206
1528103471.131908,83,3.510498523712158
1528103475.0931132,84,3.0853047370910645
1528103479.0598216,85,2.396146297454834
1528103483.0191467,86,2.731470823287964
1528103486.9855764,87,2.566333770751953
1528103490.9495168,88,2.4088215827941895
1528103494.908452,89,2.5539212226867676
1528103498.858088,90,2.2918617725372314
1528103503.708197,91,3.82777738571167
1528103507.6557317,92,3.6685879230499268
1528103511.6182513,93,3.8646633625030518
1528103515.5821333,94,3.646845579147339
1528103519.5331178,95,3.6608059406280518
1528103523.4974823,96,3.064511775970459
1528103527.4596298,97,2.6240973472595215
1528103531.4170635,98,3.0030109882354736
1528103535.3838649,99,2.662376642227173
1528103539.3595576,100,2.5893726348876953
1528103544.2520063,101,3.4929656982421875
1528103548.2150607,102,3.3810291290283203
1528103552.1735842,103,3.3758628368377686
1528103556.1347625,104,3.137406826019287
1528103560.0909836,105,2.8272244930267334
1528103564.048931,106,2.8224575519561768
1528103567.999527,107,2.4987168312072754
1528103571.9591737,108,2.836179494857788
1528103575.916969,109,2.5999653339385986
1528103579.8698761,110,2.1786227226257324
1528103584.744519,111,3.2222015857696533
1528103588.6975558,112,3.2807228565216064
1528103592.655846,113,3.279726028442383
1528103596.6065176,114,2.664440393447876
1528103600.5665185,115,2.4766640663146973
1528103604.5343652,116,2.2156643867492676
1528103608.4929388,117,2.1921448707580566
1528103612.4387941,118,1.9817869663238525
1528103616.402474,119,1.5221507549285889
1528103620.3578606,120,1.2848577499389648
1528103625.2217703,121,3.3073642253875732
1528103629.1706338,122,3.03228759765625
1528103633.1282706,123,2.9438462257385254
1528103637.0872147,124,2.9011311531066895
1528103641.0419707,125,2.802290439605713
1528103645.007046,126,2.395897626876831
1528103648.9652812,127,2.338101387023926
1528103652.9310088,128,2.112804889678955
1528103656.9185476,129,2.2684826850891113
1528103660.9102817,130,1.9298007488250732
1528103665.7866783,131,4.03390645980835
1528103669.7428463,132,3.6030025482177734
1528103673.692375,133,3.2087960243225098
1528103677.6571803,134,3.2146191596984863
1528103681.625106,135,3.091625213623047
1528103685.5925481,136,2.707808494567871
1528103689.572575,137,2.8011136054992676
