Wall time,Step,Value
1528096504.9834054,1,25.7174129486084
1528096507.6298795,2,38.028053283691406
1528096510.2333791,3,52.28075408935547
1528096512.848871,4,69.03475189208984
1528096515.441376,5,93.91394805908203
1528096518.0348809,6,84.94369506835938
1528096520.635382,7,79.9185562133789
1528096523.2288866,8,91.40592956542969
1528096525.8163946,9,117.10285949707031
1528096528.405902,10,67.37229919433594
1528096532.0807836,11,93.95782470703125
1528096534.6972756,12,133.68190002441406
1528096537.2947774,13,69.84258270263672
1528096539.877288,14,98.87423706054688
1528096542.66668,15,63.997154235839844
1528096546.4305103,16,63.2772331237793
1528096550.1053913,17,91.1004409790039
1528096553.2725668,18,63.320068359375
1528096555.8670697,19,44.692771911621094
1528096558.463574,20,51.841957092285156
1528096562.0704944,21,43.39845657348633
1528096564.6669984,22,45.6451416015625
1528096567.2724946,23,41.15534210205078
1528096569.8689983,24,37.171653747558594
1528096572.468499,25,42.62548828125
1528096575.0680006,26,37.27705764770508
1528096577.6665032,27,36.863868713378906
1528096580.276997,28,35.89071273803711
1528096583.0803819,29,32.599117279052734
1528096585.7068672,30,36.33170700073242
1528096589.346769,31,41.373756408691406
1528096591.9692566,32,50.901485443115234
1528096594.5577645,33,43.041778564453125
1528096597.1542673,34,38.198020935058594
1528096599.7647634,35,42.921539306640625
1528096602.3642638,36,39.603843688964844
1528096604.9667633,37,35.65175247192383
1528096607.6182349,38,35.70606231689453
1528096610.2187362,39,28.618057250976562
1528096612.8052447,40,30.68062400817871
1528096616.383182,41,29.258068084716797
1528096618.9656928,42,30.8574161529541
1528096621.558198,43,33.00802993774414
1528096624.1537035,44,33.62620544433594
1528096626.7532036,45,24.251819610595703
1528096629.336715,46,29.39877700805664
1528096631.9402125,47,36.18632888793945
1528096634.541713,48,42.31550216674805
1528096637.1322205,49,38.004798889160156
1528096639.7397177,50,35.121578216552734
1528096643.3426397,51,32.715110778808594
1528096645.9391425,52,28.091670989990234
1528096648.5406425,53,26.177810668945312
1528096651.1511383,54,26.701671600341797
1528096653.781622,55,39.874080657958984
1528096656.3791234,56,41.702266693115234
1528096658.9786255,57,41.06279373168945
1528096661.5661333,58,34.51041793823242
1528096664.15664,59,35.68093490600586
1528096666.7491453,60,38.046234130859375
1528096670.3260832,61,33.884117126464844
1528096672.939576,62,32.92328643798828
1528096675.5310822,63,33.361637115478516
1528096678.133582,64,32.523311614990234
1528096680.7430773,65,33.72365188598633
1528096683.3495753,66,37.161598205566406
1528096686.1579556,67,32.27947235107422
1528096689.11725,68,30.13751220703125
1528096691.7417364,69,25.189746856689453
1528096694.3352413,70,30.225372314453125
1528096697.9581525,71,27.201313018798828
1528096700.5666492,72,28.342182159423828
1528096703.3520439,73,27.716564178466797
1528096705.971533,74,24.7413387298584
1528096708.5870268,75,21.010467529296875
1528096711.1995196,76,25.21664810180664
1528096713.8619838,77,24.615671157836914
1528096716.5014625,78,22.105180740356445
1528096719.103962,79,19.725522994995117
1528096721.7154567,80,21.373722076416016
1528096725.292394,81,28.152149200439453
1528096727.9128838,82,29.681909561157227
1528096730.5103858,83,28.341793060302734
1528096733.1248791,84,24.10999870300293
1528096735.7183843,85,25.51437759399414
1528096738.3288786,86,26.106201171875
1528096740.932377,87,32.858978271484375
1528096743.5208855,88,28.035778045654297
1528096746.113391,89,29.307292938232422
1528096748.7188885,90,24.3128719329834
1528096752.3368025,91,27.592098236083984
1528096754.9432998,92,27.8546199798584
1528096757.5248117,93,29.11127281188965
1528096760.1373055,94,26.34359359741211
1528096762.7388055,95,26.700130462646484
1528096765.3353086,96,27.718486785888672
1528096767.9358103,97,24.576904296875
1528096770.539309,98,25.171052932739258
1528096773.1587992,99,26.040416717529297
1528096775.7533033,100,24.246910095214844
1528096779.3562257,101,24.11058235168457
1528096781.9537284,102,24.513660430908203
1528096784.56922,103,22.88363265991211
1528096787.1687222,104,19.883281707763672
1528096789.7692225,105,22.990087509155273
1528096792.3797174,106,21.94118881225586
1528096794.9722226,107,19.277706146240234
1528096797.5697253,108,21.338470458984375
1528096800.1742237,109,16.806692123413086
1528096802.7867174,110,19.188201904296875
1528096806.3896403,111,26.166515350341797
1528096809.0081308,112,28.78839683532715
1528096811.6046343,113,27.541828155517578
1528096814.2141294,114,26.214031219482422
1528096816.8116324,115,22.9050350189209
1528096819.4011405,116,24.643735885620117
1528096822.1815374,117,26.251611709594727
1528096824.8899748,118,21.34598159790039
1528096827.5014694,119,23.45186996459961
1528096830.0939753,120,19.39297866821289
1528096833.7098901,121,20.606109619140625
1528096836.2963986,122,20.922622680664062
1528096838.8819082,123,20.17714500427246
1528096841.4814103,124,23.44264793395996
1528096844.0559266,125,21.367568969726562
1528096846.6674197,126,24.239742279052734
1528096849.258926,127,23.310733795166016
1528096851.8734186,128,21.491382598876953
1528096855.5193164,129,24.70162582397461
1528096859.3011365,130,22.663394927978516
1528096863.5756726,131,27.1499080657959
1528096866.1791718,132,25.382110595703125
1528096868.767679,133,27.934789657592773
1528096871.3951645,134,22.881193161010742
1528096873.994666,135,24.616439819335938
1528096876.602162,136,24.63943099975586
1528096879.18967,137,21.650798797607422
1528096881.7981668,138,21.186870574951172
1528096884.3856747,139,21.823781967163086
1528096886.9791796,140,21.483295440673828
1528096890.5671117,141,26.627262115478516
1528096893.1746087,142,23.022228240966797
1528096895.7731094,143,22.575016021728516
1528096898.3726113,144,23.84170150756836
1528096901.0210843,145,25.335880279541016
1528096903.6375763,146,25.6466121673584
1528096906.2460718,147,25.88250160217285
1528096908.8395772,148,24.582427978515625
1528096911.4400775,149,27.049020767211914
1528096914.0425775,150,27.795948028564453
1528096917.6554942,151,28.507482528686523
1528096920.2809813,152,29.458003997802734
1528096922.8834805,153,27.06283950805664
1528096925.4889781,154,25.62758445739746
1528096928.084482,155,26.123254776000977
1528096930.683983,156,26.984813690185547
1528096933.303473,157,25.373241424560547
1528096935.913968,158,27.446407318115234
1528096938.5274615,159,25.8297061920166
1528096941.1539476,160,27.471508026123047
1528096944.9637506,161,30.244609832763672
1528096947.5702481,162,30.208913803100586
1528096950.1847405,163,38.335960388183594
1528096952.7912385,164,33.51397705078125
1528096955.4007342,165,32.67317581176758
1528096958.0002356,166,30.682926177978516
1528096960.5907419,167,33.096656799316406
1528096963.1862452,168,38.50759506225586
1528096965.77975,169,32.85485076904297
1528096968.4612048,170,33.15509796142578
1528096972.0631273,171,32.99228286743164
1528096974.6916122,172,37.2136116027832
1528096977.3021078,173,30.654491424560547
1528096979.8876178,174,31.911663055419922
