,id,median,max
215,S029_2_3_10,17.963267004482674,40.671765283437566
216,S087_1_4_12,10.885602900642773,39.62278724168143
217,S052_2_3_12,24.016404559583286,42.82652542972091
218,S107_1_2_4,9.394327310667137,38.320119932996924
219,S080_2_4_12,20.40988296014896,41.18577094162677
220,S097_1_2_10,9.323397057708455,51.765768060003516
221,S026_2_2_9,14.74869913645991,47.782381778321025
222,S068_2_3_5,15.28128658272717,43.88106100273376
223,S053_1_1_5,23.49129626138111,44.2550510568896
224,S076_1_3_1,19.897640437406285,42.80806369995933
225,S076_2_2_2,17.401973895453942,39.63606459081145
226,S084_1_1_8,17.777524988889432,39.60676298496635
227,S074_1_1_9,22.987096952735875,58.96241664003458
228,S019_2_2_10,18.11803346630294,41.084368021735735
229,S091_1_4_8,21.468194502743813,39.97926606778409
230,S091_2_1_11,23.315733265756634,39.63712295618066
231,S059_1_3_7,20.69839953703001,46.32531225265612
232,S018_1_4_2,21.42894397364707,44.71402254951101
233,S078_1_3_8,12.340583907490554,42.774229460451636
234,S091_2_3_6,23.092238105183284,41.26955466944009
235,S098_1_2_3,8.159149689170732,46.54577005981494
236,S090_2_4_8,13.514209497234132,40.67363252143594
237,S068_2_4_2,15.248981226410567,41.23897449939826
238,S034_2_4_10,13.902176849920261,40.78601886557769
239,S031_2_1_12,20.151807993236247,46.542693216540684
240,S030_2_4_9,22.0976584790708,41.60436690557725
241,S056_2_3_8,21.167824663036164,51.482396542852044
242,S031_1_4_10,14.090729712650429,43.43991910172044
243,S035_1_4_13,18.0359735545222,42.79585479680358
244,S034_2_2_4,14.781881105478597,40.85189849448072
245,S037_1_4_4,20.81556356782025,46.914742330313985
246,S073_2_2_10,13.717991594437422,44.68645564454934
247,S096_1_1_2,18.476475663143127,39.90712338974719
248,S096_2_1_1,19.151382778237526,37.734170882504614
249,S080_1_2_4,21.37714242336598,43.23721819512738
250,S088_2_2_10,14.464648261615963,57.55143404048377
251,S032_2_3_8,20.667135078615843,49.65319016138959
252,S094_2_3_3,9.787554656758434,42.4499542220825
253,S048_2_3_7,20.91522684094475,45.46529110576636
254,S034_2_4_11,14.255325539346813,39.8670376469918
255,S058_1_1_6,20.298147338191477,50.52010210443392
256,S104_2_1_11,15.488009032295466,44.54261442729016
257,S075_1_2_12,13.867264489265292,44.25104509429055
258,S035_1_4_11,18.072007877843806,41.43086083350632
259,S093_2_4_11,22.379680813683734,46.970027894422486
260,S084_2_1_8,19.369112305897715,41.46754189258457
261,S106_2_1_7,12.48222412248904,39.57621203460635
262,S059_1_4_11,22.614262773012634,44.602781195570884
263,S051_1_4_13,21.613970721864998,40.0060976866322
264,S081_2_1_5,17.52959625814522,43.017726972008894
265,S083_2_1_9,13.878607538378546,44.4284255357642
266,S030_2_3_13,21.421918004685455,50.36049815459162
267,S093_2_4_12,22.513044412765545,47.04720179266524
268,S053_1_1_1,23.837354791848433,43.50900702568651
269,S089_2_3_11,18.483086934696033,48.543442409865854
270,S097_1_4_4,7.525247936568457,52.00198125406919
271,S046_1_1_6,10.611661449189711,47.46157234067025
272,S086_2_1_12,13.866859787057761,45.21193444685191
273,S072_2_4_7,17.815878935442058,39.91927349663438
274,S017_1_4_5,21.282032925626453,48.338463508744546
275,S071_1_4_8,18.591064115091005,40.273053586790994
276,S087_2_3_2,11.597717757777708,39.733848060452964
277,S069_1_1_9,11.901267749730213,43.45394642817404
278,S100_1_4_11,22.102478859878563,49.87331555213213
279,S106_2_4_2,12.659940446810303,37.62391950210328
280,S091_1_1_1,18.63365080698127,39.81306648109642
281,S031_2_4_6,21.983388576608693,51.48630566382203
282,S027_1_4_5,22.20903536182678,49.36713107542582
283,S066_1_1_8,15.28242186241232,43.35664565849127
284,S031_1_4_8,14.470889629713994,43.9433670778084
285,S071_1_1_11,16.169497800344377,42.18669796266252
286,S076_2_1_2,18.76521195081442,43.978592067783
287,S029_1_4_12,15.017823389947413,39.581936328911915
288,S086_2_3_10,15.596482607339759,43.75926077229593
289,S028_1_4_12,20.33376417467588,45.82842717866357
290,S046_1_2_1,16.89908698008793,43.66368761437485
291,S097_2_3_10,10.949872961439729,50.820206590815616
292,S030_2_3_3,22.53348554528198,52.27218742598684
293,S018_1_3_5,19.35413855387779,48.04271253483448
294,S049_1_2_2,19.110698030827027,40.60396430889896
295,S089_1_1_8,14.151955462082185,40.83076101082406
296,S048_1_2_6,13.082806837965322,41.23747173644476
297,S079_1_1_10,21.285806993636246,47.494300792858255
298,S035_2_3_4,16.526489170085142,43.85212623980782
299,S078_2_4_6,16.10110462733382,44.25162733787831
300,S041_2_2_13,18.68197352327612,56.577438514186454
301,S049_1_1_5,19.72854190049018,45.15299360548577
302,S052_1_2_11,14.600788047163583,40.64638044397513
303,S062_2_4_11,16.8078440145165,42.81514652818908
304,S074_1_4_13,19.12265383576221,48.72009523002537
305,S074_1_1_7,23.08614631690586,55.027757138766745
306,S096_1_1_3,17.583324127622053,40.08152682027718
307,S098_2_1_8,15.18490604533148,49.94514540116284
308,S026_2_2_1,18.731275632394215,56.81498323738337
309,S024_2_2_1,13.74766366743647,40.51465383620447
310,S026_2_1_2,19.11202733572495,48.014509800294626
311,S104_2_1_12,14.978441410002029,45.2982686106729
312,S046_2_2_6,10.613890001742162,45.46040730819895
313,S054_2_3_3,18.65277394578985,40.83693581007102
314,S034_2_1_7,17.596132167842363,42.47013464517447
315,S040_1_4_3,17.896686425448227,43.58620581192529
316,S046_1_3_8,13.3205002101531,44.92138013886608
317,S060_2_2_1,19.26350082673615,45.72260025418042
318,S044_2_1_1,14.252689810910091,44.72604483727438
319,S051_2_1_1,21.366264180995078,42.256998568131735
320,S025_1_3_5,16.3373483498777,45.69647410612036
321,S089_1_2_4,13.278298162128443,39.40972641671934
322,S061_2_3_2,19.125465349598127,44.79887304071835
323,S088_2_4_12,14.291004246742258,46.19142153599661
324,S036_2_3_11,14.32725767828748,47.41001797559736
325,S098_2_1_7,15.184816076926072,51.624296351646386
326,S036_2_4_4,13.97019149740045,43.44081250954343
327,S059_1_4_12,22.387856926220408,45.54413241426727
328,S059_2_3_2,21.19356887893845,46.971557551310404
329,S056_2_1_9,20.47053179978685,46.022338473540024
330,S059_1_3_1,16.64187346701132,45.472000525541496
331,S078_2_1_5,14.784277369957099,43.36080307667191
332,S104_2_4_2,14.196423409650382,43.701228103690894
333,S059_2_4_6,16.779132203368448,41.55207137846393
334,S104_1_4_8,15.748342606592043,46.40633197439478
335,S022_2_1_5,17.55576230175465,40.813959021478695
336,S041_1_4_6,19.185303012375016,54.44631329051957
337,S080_2_1_11,16.673740506653047,42.78115233946146
338,S019_1_3_2,11.097957763655483,41.65513434904701
339,S062_2_3_9,15.752883644473998,43.9635718391199
340,S070_1_2_8,9.468910889105002,41.147924084554965
341,S087_1_2_2,9.920746422247497,38.18095578840509
342,S085_1_1_6,15.967033717807691,40.410422618046056
343,S063_2_2_1,17.65986064633677,45.82496555408313
344,S104_2_4_6,14.278715400105582,43.088621975468534
345,S099_2_3_4,20.798108197877788,51.184533588391865
346,S079_2_1_5,21.666488842647013,49.06145323312498
347,S060_1_2_4,16.297903365207187,43.1289818777496
348,S085_1_4_3,18.505390656577696,41.07964118037654
349,S098_1_4_5,16.507608515231556,48.60858069086723
350,S107_2_4_11,13.957611139344019,40.88567816621697
351,S041_2_3_5,20.622239935271914,55.470757002499205
352,S059_2_3_12,20.321990766265127,49.16068216193007
353,S075_1_4_10,18.624369651349582,46.527667759605926
354,S079_1_4_9,15.757901607325152,44.173915708347124
355,S036_2_3_10,14.710088464436613,45.41803597441937
356,S035_1_4_4,18.636946214225937,43.87621120049388
357,S065_1_4_12,19.660203074469457,40.04266324205964
358,S094_1_2_12,11.089712335301847,42.371680017438884
359,S050_1_4_10,20.498553570511294,42.48411185088381
360,S027_2_2_12,16.646105712256286,49.85549223560663
361,S048_2_2_4,17.13286914836344,42.33530891726501
362,S043_1_3_10,11.77479036470735,43.21125754709352
363,S044_1_1_7,13.176722955635206,46.58043423715532
364,S048_1_1_9,22.094319087018825,43.293694330047444
365,S077_2_3_5,14.973366011774118,47.05799385313244
366,S044_2_3_7,13.36003457072831,48.13444928804013
367,S082_2_1_5,13.526280809752953,45.157503042673845
368,S086_2_1_8,14.47904382046714,44.736744724418806
369,S107_1_2_13,9.66958114034844,39.215981406341946
370,S049_2_1_11,23.77503743537317,42.75216016153961
371,S050_1_3_13,21.54942167766144,46.48153018058985
372,S030_2_3_7,21.69202888695158,51.71158909246496
373,S070_2_2_9,14.478744811585939,41.09754854936604
374,S072_1_1_1,16.988283904983472,41.706494109075976
375,S081_2_1_2,18.033561712787012,45.494794039563224
376,S051_1_4_7,21.289651898371126,42.523578835555256
377,S071_2_3_7,16.75175803410665,40.54652923488257
378,S100_1_2_5,15.241247735976387,47.266411646426185
379,S019_1_3_11,10.731270204991077,41.67304868773227
380,S043_1_4_7,16.781998496469726,45.45950753660056
381,S077_2_2_1,12.752719401523256,43.61021819741044
382,S019_1_4_3,21.921719197933328,44.75875400375218
383,S087_1_3_6,12.696187424935793,38.95066911463148
384,S068_1_2_8,9.397865863086977,39.31192429509411
385,S044_2_1_3,14.258042780541325,44.83833109597194
386,S080_2_4_11,20.33742412879048,43.14096420677975
387,S092_2_2_4,16.531792025379893,42.28131275873624
388,S024_2_2_4,12.652026659447337,39.495202883145566
389,S035_2_3_3,16.424716051848158,44.01717102527977
390,S018_2_1_6,18.796091226069375,46.21936019116867
391,S063_1_1_1,15.153608590667154,43.76043883752202
392,S100_2_1_1,17.318401538474205,51.65547919015522
393,S071_2_2_12,15.53321859110526,40.660519219167966
394,S045_2_2_3,13.286338728387653,50.332367255125284
395,S058_1_3_5,21.34407720422184,49.61473518452153
396,S030_1_3_1,21.980058388781764,47.46037978401435
397,S091_2_3_1,24.018964398345467,40.245162770531415
398,S077_1_2_6,10.535552289938149,42.67535883741856
399,S100_1_2_13,14.842653984339687,46.76408296784674
400,S027_2_4_2,16.098571626388228,50.00223397482956
401,S040_1_4_1,18.099177075701483,43.62761351282055
402,S060_2_3_7,21.612839435154104,43.826913957386076
403,S032_1_2_6,17.89297449536135,43.28216540474222
404,S074_2_2_12,18.90755150374129,45.956457517157276
405,S091_2_3_4,22.998435820808773,40.988117105844346
406,S093_2_3_6,21.068098634525228,58.060441899630455
407,S071_1_2_4,10.84213456908665,40.296808684008084
408,S090_2_3_4,14.25857477336992,41.83771107403018
409,S050_1_1_6,21.73549304501905,45.17470910505652
410,S093_2_2_13,20.91276961159538,51.09098962959764
411,S034_1_2_11,17.22232189994011,47.03494669553327
412,S066_2_2_5,12.778792052966779,41.08093141935062
413,S041_2_1_11,17.853319169980686,49.16884315527467
414,S090_2_1_5,13.874270170388034,42.83244500166248
415,S047_1_3_4,20.078852591993197,44.68603311815268
416,S026_2_2_3,15.133630910457004,46.92842763561016
417,S050_1_3_2,21.358524035156023,46.771746937756205
418,S061_1_3_7,17.313166078173865,39.22909927539339
419,S090_2_3_3,14.058478372805254,40.82206564388533
420,S059_2_1_9,16.978925986043606,43.01529162573181
421,S026_1_4_2,14.899260517222721,43.28125658611185
422,S046_2_4_8,11.340080419311874,42.95212811033167
423,S059_2_4_5,16.82752456827569,41.45996466330456
424,S095_2_4_11,18.64900834823984,48.651012686399724
425,S048_1_2_5,12.909248171837383,41.62803297609454
426,S022_1_2_3,12.752341160010463,42.33770295702817
427,S071_1_2_7,11.089559032400473,40.66966976473989
428,S058_1_1_2,19.993082927173454,47.63951453638135
429,S046_1_1_7,10.783589033663832,45.63145961222809
430,S035_2_2_11,16.163723424778375,46.20579359829785
431,S092_1_4_3,14.783848732570956,42.42414921737339
432,S024_2_2_8,12.79450763986342,40.884574503788926
433,S104_2_2_4,15.842393960056771,46.89151017861508
434,S100_2_3_7,18.47937536509758,52.44931649270824
435,S076_2_3_1,20.85192554367591,46.79217442380985
436,S049_1_3_9,21.24157446123015,49.66374641036748
437,S029_1_3_5,17.94287079578918,41.61757120136919
438,S073_1_1_11,16.89139702238308,43.9806010619703
439,S044_2_2_1,11.893633303584796,43.253472468382675
440,S046_2_4_11,11.383679900656075,42.97880915164293
441,S077_1_1_2,14.840722805426681,45.35754295641949
442,S092_1_1_8,15.757591248716398,42.731152366073275
443,S053_2_3_9,21.68758820194934,42.971943982467415
444,S075_1_1_11,16.40939685656673,45.23914098532585
445,S041_1_3_1,17.969447048166007,56.17863122034352
446,S070_1_1_6,11.689654170692393,40.20329629353343
447,S034_2_2_6,14.781881105478597,40.85189849448072
448,S044_1_3_2,10.20049817832562,45.60696332102106
449,S065_2_3_7,21.96611766567011,40.50952423602329
450,S047_1_2_2,10.645507323600217,40.79298030749452
451,S085_2_1_1,15.23815589895874,41.37564548160903
452,S058_1_1_10,19.734764019854488,47.143224093847216
453,S074_2_3_4,23.02149338614271,47.34505973148209
454,S068_2_3_7,15.532761073663451,43.69042553420034
455,S066_1_3_3,15.108814884694869,43.289272731595204
456,S033_1_4_10,22.98283261996783,45.53454630145141
457,S060_2_3_6,21.62585767147556,44.051621747239665
458,S035_2_4_1,15.924081610695701,40.91308767010741
459,S089_2_2_3,16.08253409373407,41.162709494233276
460,S098_2_4_3,12.269617407895435,49.64337196717592
461,S064_2_3_7,14.328359306284682,44.41426168963953
462,S037_2_3_13,16.618136126202334,50.485887899713205
463,S074_2_2_8,20.16045124619999,46.766038333276256
464,S095_2_2_7,20.332501296962114,46.19043464945138
465,S040_1_3_8,15.001167278322397,44.45541870563433
466,S107_1_2_12,9.551601103218642,38.75745628138675
467,S048_2_3_6,21.00766206089574,46.168239006123
468,S077_2_1_5,14.477844937390074,43.29759581793657
469,S098_1_1_4,13.453308310994679,48.052398384613745
470,S087_1_4_6,10.400718911970358,39.9098682034681
471,S068_2_4_8,15.185145337681746,41.24619636609584
472,S069_2_4_8,13.427021310180987,41.82505518106544
473,S107_1_4_9,18.921387617703356,40.6857009249006
474,S032_1_4_10,14.094142735942132,37.096691157249545
475,S053_2_4_1,21.68758820194934,42.971943982467415
476,S033_2_1_3,21.552523003363664,42.13805507746345
477,S092_2_2_8,16.51137803982777,41.666227568137394
478,S033_1_3_10,21.662774371281415,44.50383288094349
479,S039_1_2_11,18.12500935101609,45.3631775831427
480,S050_2_3_5,22.3025097843868,48.84421184724173
481,S054_2_4_11,22.45328621641768,42.57502999065977
482,S100_1_4_7,21.9331270669282,49.20080299687301
483,S051_2_3_8,16.745805730259065,41.08652953883738
484,S063_1_4_11,18.84643169177503,42.952582046695554
485,S074_1_3_11,23.260200863856262,51.40770912727296
486,S106_2_1_9,12.606548435392844,39.62249717458475
487,S046_1_1_8,10.784346611114778,45.46780995668429
488,S041_1_3_9,19.28534099640602,58.196385645050015
489,S066_2_2_10,12.974118683541803,41.32784320005472
490,S053_2_4_2,22.1692524638371,40.17687189033237
491,S049_2_2_12,21.547987047656328,47.75483503156747
492,S091_2_1_5,22.872680979871717,39.75886115741456
493,S099_2_2_11,17.221881264862343,44.89991111602743
494,S018_2_3_1,18.582537102387374,49.521451860266126
495,S107_2_4_13,13.342293545056947,41.2877187734201
496,S094_2_4_7,10.402004814812148,41.09025739023199
497,S084_1_3_11,16.08242320912923,42.342738518252396
498,S018_2_1_10,18.693202807246735,46.63494613270157
499,S089_2_3_3,18.865773329778193,49.324937540565735
500,S051_2_1_10,15.239201905171598,38.98994796119076
501,S035_1_3_10,13.958421447774043,48.020474763466076
502,S048_2_4_5,18.871727942852534,41.719427765870265
503,S070_1_2_9,9.397924106132006,42.47485259249613
504,S103_1_2_9,19.091646124785612,46.875228450173644
505,S095_1_2_2,17.65944515601229,44.712655900473855
506,S044_1_3_3,10.20049817832562,45.60696332102106
507,S084_1_3_8,16.204236347014945,42.32881151721234
508,S067_1_1_2,14.230354381154585,41.354697043631475
509,S097_2_4_5,8.677085540673126,49.065145437639295
510,S087_2_4_13,11.428424397797844,38.071186091461335
511,S048_2_2_3,16.860036440850937,41.675616994329566
512,S047_2_2_4,13.163878516463718,41.323059454936185
513,S047_1_1_8,16.539763163625985,46.55763308484732
514,S054_2_2_7,22.838213223060507,42.83477928120016
515,S066_1_1_7,15.544360904019115,43.11291938268952
516,S099_2_1_7,19.608316419440513,50.705356385493744
