,id,len,mean,std,id_person,id_location,id_direction,id_exp
2370,S026_1_3_3,14150.0,21.34792088790397,7.275281460360927,26,1,3,3
2372,S026_1_3_5,14023.0,21.485742926104447,7.430780708632286,26,1,3,5
2373,S026_1_3_6,14287.0,21.596926634925133,7.406322376245846,26,1,3,6
2374,S026_1_3_7,13781.0,21.470034874410782,7.347657261566772,26,1,3,7
2375,S026_1_3_8,10457.0,21.427900378666166,7.34268996138798,26,1,3,8
2376,S026_1_3_9,14391.0,21.48178511138613,6.948896413595633,26,1,3,9
2377,S026_1_4_1,14391.0,21.48178511138613,6.948896413595633,26,1,4,1
2378,S026_1_4_10,14391.0,21.48178511138613,6.948896413595633,26,1,4,10
2379,S026_1_4_11,12770.0,16.8952846704055,7.973709968539415,26,1,4,11
2380,S026_1_4_12,12770.0,16.8952846704055,7.973709968539415,26,1,4,12
2381,S026_1_4_13,11002.0,16.808480391742297,8.084544167964806,26,1,4,13
2382,S026_1_4_14,13179.0,16.875868744490553,8.073131911984806,26,1,4,14
2383,S026_1_4_2,14369.0,15.705686020032756,8.37812751543102,26,1,4,2
2385,S026_1_4_4,11770.0,15.90855580629267,8.367487515855316,26,1,4,4
2386,S026_1_4_5,14268.0,15.801497509742616,8.250483848903846,26,1,4,5
2387,S026_1_4_6,14268.0,15.801497509742616,8.250483848903846,26,1,4,6
2388,S026_1_4_7,14268.0,15.801497509742616,8.250483848903846,26,1,4,7
2389,S026_1_4_8,14552.0,16.90738038105243,7.9960588118027,26,1,4,8
2390,S026_1_4_9,14378.0,16.887377150195935,8.0184604706437,26,1,4,9
2391,S026_2_1_1,13653.0,19.91516804391942,7.2959498757279215,26,2,1,1
2392,S026_2_1_10,14391.0,19.38485683985047,7.318100222451588,26,2,1,10
2393,S026_2_1_11,14564.0,20.005793196622882,7.34631710267514,26,2,1,11
2394,S026_2_1_12,13579.0,20.575416744762773,7.559770656481349,26,2,1,12
2395,S026_2_1_13,13787.0,20.583700860670508,7.31434193808297,26,2,1,13
2396,S026_2_1_2,14502.0,19.988093325019943,7.399710224215567,26,2,1,2
2397,S026_2_1_3,13384.0,19.81667168834195,7.314518322812442,26,2,1,3
2398,S026_2_1_4,12009.0,19.938573128981822,7.234482755134119,26,2,1,4
2399,S026_2_1_5,14337.0,20.026784383228986,7.286103105357664,26,2,1,5
2401,S026_2_1_7,13631.0,19.532346089515087,7.366907155341088,26,2,1,7
2402,S026_2_1_8,14569.0,19.71184551053382,7.341527514820548,26,2,1,8
2403,S026_2_1_9,14569.0,19.71184551053382,7.341527514820548,26,2,1,9
2404,S026_2_2_1,14569.0,19.71184551053382,7.341527514820548,26,2,2,1
2405,S026_2_2_10,14120.0,16.517117883548956,7.545576147569564,26,2,2,10
2406,S026_2_2_11,14267.0,16.623386493010226,7.605445298567589,26,2,2,11
2408,S026_2_2_13,12402.0,16.882390677402313,7.436366273327453,26,2,2,13
2409,S026_2_2_14,13619.0,16.60504026822681,7.52080999739149,26,2,2,14
2410,S026_2_2_15,14860.0,16.741966806642342,7.48237003421912,26,2,2,15
2411,S026_2_2_2,11595.0,17.60127495060385,7.342623614314949,26,2,2,2
2412,S026_2_2_3,13195.0,17.397137199988936,7.275500334967657,26,2,2,3
2413,S026_2_2_4,13195.0,17.397137199988936,7.275500334967657,26,2,2,4
2415,S026_2_2_6,10377.0,17.34315064117017,7.356117360090203,26,2,2,6
2416,S026_2_2_7,14035.0,17.169838730347426,7.267658683723588,26,2,2,7
2417,S026_2_2_8,12819.0,17.26554363822894,7.302385793431708,26,2,2,8
2418,S026_2_2_9,12882.0,16.852630427694145,7.626149398612508,26,2,2,9
2419,S026_2_3_1,13664.0,20.609544192890674,8.113309144716343,26,2,3,1
2420,S026_2_3_10,14441.0,20.30501359211593,7.900071060721145,26,2,3,10
2421,S026_2_3_11,14377.0,20.34166482505086,7.940727737112164,26,2,3,11
2422,S026_2_3_12,14377.0,20.34166482505086,7.940727737112164,26,2,3,12
2424,S026_2_3_14,13744.0,20.259394912177363,8.022542344632575,26,2,3,14
2425,S026_2_3_15,13655.0,20.04568214697414,7.848591671532436,26,2,3,15
2427,S026_2_3_3,14103.0,20.46658162291939,8.083838349178512,26,2,3,3
2428,S026_2_3_4,13032.0,20.306789708072436,7.966880315548959,26,2,3,4
2429,S026_2_3_5,14153.0,20.242232074201585,8.178266737489821,26,2,3,5
2430,S026_2_3_6,14421.0,20.396203455797483,8.031964206410056,26,2,3,6
2431,S026_2_3_7,14629.0,20.70047455206913,8.122121051267763,26,2,3,7
2432,S026_2_3_8,14537.0,20.346412071689656,8.01492418648934,26,2,3,8
2433,S026_2_3_9,14511.0,20.623598074156863,8.12581867486467,26,2,3,9
2435,S026_2_4_10,14222.0,18.495032728863812,7.639618468347563,26,2,4,10
2436,S026_2_4_11,14173.0,18.43248185401732,7.770666660927478,26,2,4,11
2437,S026_2_4_12,10217.0,18.348498031123896,7.709400552233823,26,2,4,12
2438,S026_2_4_13,13133.0,18.362591343257375,7.82277012840031,26,2,4,13
2439,S026_2_4_14,13846.0,18.530748705274796,7.809005096969762,26,2,4,14
2442,S026_2_4_3,14110.0,18.986609202084882,7.654617643275586,26,2,4,3
2443,S026_2_4_4,14117.0,18.40949598439366,7.674779555170533,26,2,4,4
2444,S026_2_4_5,14186.0,18.11857221286104,7.60959405063314,26,2,4,5
2445,S026_2_4_6,14158.0,18.248801115258413,7.729322110737163,26,2,4,6
2446,S026_2_4_7,14244.0,18.407366376166145,7.729255244128494,26,2,4,7
2448,S026_2_4_9,13701.0,18.451499167442346,7.68199763848792,26,2,4,9
2449,S027_1_1_1,11141.0,19.110489352082542,6.892992294508166,27,1,1,1
2450,S027_1_1_10,13041.0,19.911292262284718,6.8235711793396785,27,1,1,10
2451,S027_1_1_11,10871.0,20.147225251958155,6.760753870468413,27,1,1,11
2452,S027_1_1_12,14497.0,19.923367114693473,6.845563173258593,27,1,1,12
2453,S027_1_1_2,14059.0,19.336289735088492,6.864960770429254,27,1,1,2
2454,S027_1_1_3,14111.0,19.691155187816793,6.851551768368148,27,1,1,3
2455,S027_1_1_4,14008.0,19.688306815343857,6.868778961352174,27,1,1,4
2456,S027_1_1_5,14052.0,19.7719071374229,6.854158347480935,27,1,1,5
2457,S027_1_1_6,14007.0,19.730607397302045,6.84769247654471,27,1,1,6
2458,S027_1_1_7,14441.0,19.99352747549666,6.788787557269833,27,1,1,7
2459,S027_1_1_8,14515.0,19.887236312943603,6.814444166682519,27,1,1,8
2460,S027_1_1_9,14770.0,19.83858472579726,6.827905077150796,27,1,1,9
2462,S027_1_2_10,14554.0,14.625066910397035,8.22225655071667,27,1,2,10
2463,S027_1_2_11,14503.0,14.39387181635883,8.227178339193753,27,1,2,11
