"","c_ch1","v_ch1","c_dch1","v_dch1","c_ch2","v_ch2","c_dch2","v_dch2","c_ch3","v_ch3","c_dch3","v_dch3","c_dch1.1","c_ch2.1","c_dch2.1","c_ch3.1","c_dch3.1"
"46",0.53302603,3.5697,5.583048124,4.241,4.831974572,3.606,5.748167229,4.245,9.084480196,3.63,7.852948502,4.2302,191.645049976,16.647116772,192.389992571,21.021442896,190.845455698
"47",0.588083474,3.572,5.768315658,4.24,4.862017956,3.606,5.888369687,4.2435,9.504918856,3.6315,7.903000723,4.23,191.459782442,16.677160156,192.249790113,21.441881556,190.795403477
"48",0.603102153,3.5725,5.85343858,4.239,5.167459026,3.6072,6.048601069,4.2425,9.685106853,3.632,8.143251386,4.228,191.37465952,16.982601226,192.089558731,21.622069553,190.555152814
"49",0.638145738,3.574,6.073756729,4.2377,5.34771933,3.608,6.158760143,4.2415,10.25570218,3.6335,8.403522937,4.226,191.154341371,17.16286153,191.979399657,22.19266488,190.294881263
"50",0.693214228,3.576,6.15887965,4.2367,5.472900096,3.6085,6.354042139,4.2402,10.29574395,3.6335,8.463585603,4.2257,191.06921845,17.288042296,191.784117661,22.23270665,190.234818597
"51",0.773329919,3.578,6.379197799,4.2352,5.778341167,3.6097,6.464201213,4.2395,10.89637061,3.6352,8.673804933,4.224,190.848900301,17.593483367,191.673958587,22.83333331,190.024599267
"52",0.848438379,3.58,6.46432072,4.2345,5.80838455,3.61,6.659483209,4.238,11.0064855,3.6355,8.964107817,4.222,190.76377738,17.62352675,191.478676591,22.9434482,189.734296383
"53",0.908525147,3.581,6.684638869,4.233,6.078775006,3.6107,6.734591669,4.2375,11.49699727,3.6367,9.074222704,4.2212,190.543459231,17.893917206,191.403568131,23.43395997,189.624181496
"54",0.948582992,3.582,6.749732867,4.2325,6.33414377,3.6122,6.964924279,4.2357,11.63714349,3.6375,9.264421146,4.22,190.478365233,18.14928597,191.173235521,23.57410619,189.433983054
"55",1.068756528,3.584,6.985072708,4.2307,6.379208846,3.6122,6.989960432,4.2355,12.10763437,3.6382,9.494661364,4.218,190.243025392,18.194351046,191.148199368,24.04459707,189.203742836
"56",1.203951755,3.586,7.005101631,4.2305,6.684649916,3.6132,7.265358118,4.2335,12.42796859,3.6395,9.684859806,4.2167,190.222996469,18.499792116,190.872801682,24.36493129,189.013544394
"57",1.208958986,3.586,7.255463164,4.2285,6.935011449,3.6142,7.535748574,4.2315,12.70826103,3.64,9.774953804,4.216,189.972634936,18.750153649,190.602411226,24.64522373,188.923450396
"58",1.379204828,3.588,7.290513778,4.2282,6.990090986,3.6142,7.570799189,4.2315,13.23881457,3.6415,10.0452358,4.214,189.937584322,18.805233186,190.567360611,25.17577727,188.6531684
"59",1.514400056,3.5892,7.535868081,4.2265,7.290524825,3.6152,7.791117338,4.2295,13.30888768,3.6415,10.29549691,4.2122,189.692230019,19.105667025,190.347042462,25.24585038,188.40290729
"60",1.53943621,3.59,7.595954849,4.2262,7.485806821,3.6162,7.876240259,4.229,13.91952479,3.643,10.34554913,4.212,189.632143251,19.300949021,190.261919541,25.85648749,188.35285507
"61",1.759754358,3.592,7.816272998,4.2245,7.595965895,3.6165,8.096558408,4.2275,14.06968145,3.6435,10.61583112,4.2097,189.411825102,19.411108095,190.041601392,26.00664415,188.08257308
"62",1.819841126,3.5922,7.901395919,4.2237,7.901406966,3.6175,8.181681329,4.2267,14.52015144,3.6447,10.89612356,4.208,189.326702181,19.716549166,189.956478471,26.45711414,187.80228064
"63",2.020130353,3.594,8.086663453,4.2225,8.076660039,3.6182,8.356934402,4.2255,14.87051699,3.6455,10.91614445,4.2077,189.141434647,19.891802239,189.781225398,26.80747969,187.78225975
"64",2.125282197,3.5947,8.201829758,4.2215,8.206848036,3.6185,8.482115168,4.225,15.1207781,3.646,11.18642645,4.2057,189.026268342,20.021990236,189.656044632,27.0577408,187.51197775
"65",2.30053527,3.596,8.332017755,4.2205,8.507281875,3.6197,8.627324857,4.2235,15.72140476,3.6475,11.45670844,4.2037,188.896080345,20.322424075,189.510834943,27.65836746,187.24169576
"66",2.425716036,3.5967,8.507270828,4.2195,8.677527718,3.6202,8.787556238,4.2225,16.32203141,3.6487,11.49675022,4.2035,188.720827272,20.492669918,189.350603562,28.25899411,187.20165398
"67",2.631012493,3.598,8.607415441,4.2185,8.812722945,3.6205,8.882693621,4.2215,16.56228208,3.6497,11.72699044,4.2017,188.620682659,20.627865145,189.255466179,28.49924478,186.97141376
"68",2.731157106,3.5985,8.812711898,4.2172,9.118164015,3.6217,9.092997309,4.2202,16.92265807,3.65,11.95723066,4.1997,188.415386202,20.933306215,189.045162491,28.85962077,186.74117354
"69",2.926439102,3.6,8.90284205,4.2165,9.263373705,3.6222,9.17812023,4.2195,17.53329517,3.6515,12.09737688,4.199,188.32525605,21.078515905,188.96003957,29.47025787,186.60102732
"70",3.036598176,3.6002,9.118152969,4.215,9.423605086,3.6225,9.398438379,4.218,17.59335784,3.6517,12.2375231,4.1977,188.109945131,21.238747286,188.739721421,29.53032054,186.4608811
"71",3.332024785,3.602,9.173232506,4.2145,9.724038925,3.6235,9.473546839,4.2175,18.13392183,3.6527,12.52782598,4.1957,188.054865594,21.539181125,188.664612961,30.07088453,186.17057822
"72",3.342039246,3.6017,9.418586808,4.2127,9.904299229,3.6242,9.698872218,4.2157,18.5343396,3.6537,12.69800353,4.1947,187.809511292,21.719441429,188.439287582,30.4713023,186.00040067
"73",3.642473086,3.6032,9.453637423,4.2125,10.02948,3.6245,9.718901141,4.2155,18.73454849,3.654,12.80811842,4.1937,187.774460677,21.8446222,188.419258659,30.67151119,185.89028578
"74",3.737610468,3.604,9.688977264,4.2105,10.33492107,3.6252,9.989291596,4.2135,19.34518559,3.6552,13.10843175,4.1915,187.539120836,22.15006327,188.148868204,31.28214829,185.58997245
"75",3.942906925,3.6047,9.724027878,4.2105,10.55523921,3.6262,10.00431329,4.2135,19.5053527,3.6557,13.30864064,4.1902,187.504070222,22.37038141,188.13384651,31.4423154,185.38976356
"76",4.213297381,3.606,9.96938218,4.2085,10.64036214,3.6262,10.25968205,4.2115,19.94581224,3.6565,13.40874508,4.1895,187.25871592,22.45550434,187.87847775,31.88277494,185.28965912
"77",4.243340765,3.606,10.02946895,4.2082,10.94079597,3.6272,10.30975436,4.2112,20.52641801,3.6577,13.64899574,4.1875,187.19862915,22.75593817,187.82840544,32.46338071,185.04940846
"78",4.548781835,3.6075,10.2497871,4.2065,11.22120089,3.6282,10.5450942,4.2095,20.55644935,3.6577,13.90926729,4.1857,186.978311,23.03634309,187.5930656,32.49341205,184.78913691
"79",4.658940909,3.608,10.33491002,4.2057,11.24122981,3.628,10.61519543,4.209,21.157076,3.659,13.94930907,4.1855,186.89318808,23.05637201,187.52296437,33.0940387,184.74909513
"80",4.854222905,3.6087,10.53519924,4.2045,11.54166365,3.629,10.82549912,4.2075,21.43736844,3.6597,14.22960151,4.1835,186.69289886,23.35680585,187.31266068,33.37433114,184.46880269
"81",5.064526593,3.61,10.63534386,4.2037,11.84710472,3.63,10.91562927,4.2067,21.75770266,3.66,14.49988351,4.1815,186.59275424,23.66224692,187.22253053,33.69466536,184.19852069
"82",5.159663975,3.61,10.8055897,4.2025,11.92221318,3.6302,11.08587511,4.2055,22.36833976,3.6612,14.51990439,4.1812,186.4225084,23.73735538,187.05228469,34.30530246,184.17849981
"83",5.460097815,3.6112,10.94078493,4.2015,12.14753856,3.6305,11.22107034,4.205,22.54852776,3.662,14.80019683,4.1792,186.28731317,23.96268076,186.91708946,34.48549046,183.89820737
"84",5.605307504,3.612,11.02590785,4.2005,12.4479724,3.6315,11.36628003,4.2035,22.96896642,3.6625,15.12053105,4.1772,186.20219025,24.2631146,186.77187977,34.90592912,183.57787315
"85",5.765538885,3.6125,11.24121877,4.1995,12.54811702,3.6322,11.52651141,4.2027,23.57960352,3.6635,15.33075038,4.1752,185.98687933,24.36325922,186.61164839,35.51656622,183.36765382
"86",6.070979955,3.6135,11.31632723,4.1985,12.75341347,3.6322,11.62665602,4.2015,23.71974974,3.664,15.6510846,4.1732,185.91177087,24.56855567,186.51150378,35.65671244,183.0473196
"87",6.161110107,3.614,11.54165261,4.1975,13.05885454,3.6332,11.83195248,4.2,24.18023018,3.6647,15.72115771,4.1727,185.68644549,24.87399674,186.30620732,36.11719288,182.97724649
"88",6.376421025,3.6147,11.60173937,4.1965,13.34927392,3.6342,11.90706094,4.1995,24.79086728,3.666,15.94138748,4.1712,185.62635873,25.16441612,186.23109886,36.72782998,182.75701672
"89",6.676854865,3.6157,11.84709368,4.1947,13.35928838,3.634,12.13238632,4.1977,25.39149393,3.6672,16.22167992,4.169,185.38100442,25.17443058,186.00577348,37.32845663,182.47672428
"90",6.696883787,3.616,11.88214429,4.1945,13.65972222,3.635,12.16743693,4.1975,25.92204748,3.668,16.32178437,4.1685,185.34595381,25.47486442,185.97072287,37.85901018,182.37661983
"91",6.982295935,3.617,12.14752752,4.1927,13.96015606,3.6357,12.43782739,4.1955,25.99212059,3.668,16.52199325,4.167,185.08057058,25.77529826,185.70033241,37.92908329,182.17641095
"92",7.277722544,3.618,12.15754198,4.1925,14.11037298,3.6362,12.7182323,4.1935,26.60275769,3.669,16.75223347,4.165,185.07055612,25.92551518,185.4199275,38.53972039,181.94617073
"93",7.287737005,3.618,12.41791797,4.1905,14.26559713,3.6362,12.74326846,4.1932,26.90307102,3.67,16.93242147,4.164,184.81018013,26.08073933,185.39489134,38.84003372,181.76598273
"94",7.593178075,3.619,12.44796136,4.1905,14.56603097,3.6375,12.9786083,4.1915,27.20338435,3.67,17.0525468,4.163,184.78013674,26.38117317,185.1595515,39.14034705,181.6458574
"95",7.838532377,3.62,12.69832289,4.1885,14.87147204,3.638,13.04870953,4.1912,27.80401101,3.6712,17.36287057,4.1607,184.52977521,26.68661424,185.08945027,39.74097371,181.33553363
"96",7.893611915,3.62,12.7483952,4.1882,14.93155881,3.6382,13.29406383,4.1892,28.18440789,3.672,17.54305857,4.16,184.4797029,26.74670101,184.84409597,40.12137059,181.15534563
"97",8.199052985,3.621,12.9937495,4.1865,15.17691311,3.6387,13.34914337,4.189,28.41464811,3.6722,17.68320479,4.1587,184.2343486,26.99205531,184.78901643,40.35161081,181.01519941
"98",8.434392826,3.622,13.05383627,4.1862,15.47734695,3.6397,13.56445429,4.1872,29.01527477,3.6732,17.98351812,4.1567,184.17426183,27.29248915,184.57370551,40.95223747,180.71488608
"99",8.504494055,3.622,13.28917611,4.1845,15.73772295,3.6402,13.65458444,4.1867,29.41569254,3.674,18.14368523,4.1555,183.93892199,27.55286515,184.48357536,41.35265524,180.55471897
"100",8.809935125,3.623,13.35927734,4.184,15.78278802,3.6405,13.84986643,4.1852,29.62591187,3.6742,18.25380011,4.1547,183.86882076,27.59793022,184.28829337,41.56287457,180.44460409
"101",9.070311119,3.624,13.57959548,4.1825,16.08322186,3.6412,13.96002551,4.1852,30.22653852,3.6752,18.53409255,4.1527,183.64850262,27.89836406,184.17813429,42.16350122,180.16431165
"102",9.110368964,3.624,13.66471841,4.182,16.36362678,3.6422,14.13527858,4.1832,30.57690407,3.676,18.74431188,4.1515,183.56337969,28.17876898,184.00288122,42.51386677,179.95409232
"103",9.415810035,3.625,13.82995702,4.1805,16.38866293,3.6422,14.26546658,4.1825,30.83717562,3.6762,18.83440588,4.1507,183.39814108,28.20380513,183.87269322,42.77413832,179.86399832
"104",9.661164337,3.626,13.96515225,4.18,16.68909677,3.6427,14.42569796,4.1812,31.43780228,3.6775,19.09467743,4.1487,183.26294585,28.50423897,183.71246184,43.37476498,179.60372677
"105",9.721251105,3.626,14.1203764,4.1785,16.98953061,3.6432,14.5658723,4.1802,31.79817828,3.678,19.34493854,4.1472,183.1077217,28.80467281,183.5722875,43.73514098,179.35346566
"106",10.02669217,3.627,14.27059332,4.1777,17.28996445,3.644,14.68602173,4.1792,32.04843938,3.6785,19.38498032,4.1467,182.95750478,29.10510665,183.45213807,43.98540208,179.31342388
"107",10.31210432,3.628,14.38075239,4.1765,17.33002229,3.6442,14.87128927,4.1782,32.65907648,3.6795,19.68529365,4.1447,182.84734571,29.14516449,183.26687053,44.59603918,179.01311055
"108",10.32712601,3.628,14.57603439,4.1752,17.59039829,3.6447,14.98144834,4.1772,32.8893167,3.68,19.9455652,4.1427,182.65206371,29.40554049,183.15671146,44.8262794,178.752839
"109",10.63256708,3.629,14.67615891,4.1745,17.89083213,3.6455,15.17673034,4.176,33.25970314,3.6805,20.24587852,4.1407,182.55193919,29.70597433,182.96142946,45.19666584,178.45252568
"110",10.87792139,3.63,14.8814142,4.173,18.19126597,3.6462,15.2518388,4.1752,33.87034024,3.6812,20.47611874,4.1387,182.3466839,30.00640817,182.886321,45.80730294,178.22228546
"111",10.93800815,3.6297,14.96152989,4.1725,18.49169981,3.6467,15.48217141,4.174,34.2907789,3.682,20.54619185,4.1387,182.26656821,30.30684201,182.65598839,46.2277416,178.15221235
"112",11.24344922,3.6307,15.18184804,4.171,18.79714088,3.6472,15.52222925,4.1732,34.4709669,3.6822,20.83649474,4.1367,182.04625006,30.61228308,182.61593055,46.4079296,177.86190946
"113",11.51383968,3.632,15.23192034,4.1705,19.09757472,3.648,15.78260525,4.1717,35.081604,3.683,21.11678718,4.1347,181.99617776,30.91271692,182.35555455,47.0185667,177.58161702
"114",11.54388306,3.6317,15.48728911,4.1687,19.15766148,3.6482,15.83267755,4.1712,35.52206355,3.684,21.14681851,4.1345,181.74080899,30.97280368,182.30548225,47.45902625,177.55158569
"115",11.84932413,3.6327,15.5023108,4.1685,19.40301579,3.6487,16.08804632,4.1695,35.6922411,3.6842,21.36704828,4.1327,181.7257873,31.21815799,182.05011348,47.6292038,177.33135592
"116",12.1547652,3.6337,15.75767956,4.1665,19.70845686,3.6495,16.11308247,4.1692,36.3028782,3.685,21.66736161,4.1307,181.47041854,31.52359906,182.02507733,48.2398409,177.03104259
"117",12.21485197,3.634,15.79273018,4.1662,20.0088907,3.65,16.34842231,4.1672,36.74333775,3.686,21.75745561,4.13,181.43536792,31.8240329,181.78973749,48.68030045,176.94094859
"118",12.46020627,3.635,16.07814232,4.1645,20.06397023,3.6502,16.39348739,4.167,36.90350486,3.6862,21.92763316,4.1287,181.14995578,31.87911243,181.74467241,48.84046756,176.77077104
"119",12.76064011,3.6355,16.09817125,4.1642,20.31433177,3.6505,16.61881277,4.1652,37.50413152,3.687,22.21793605,4.1267,181.12992685,32.12947397,181.51934703,49.44109422,176.48046815
"120",12.88081365,3.636,16.31348216,4.1625,20.61977284,3.6512,16.69892846,4.165,37.8845284,3.688,22.35808227,4.126,180.91461594,32.43491504,181.43923134,49.8214911,176.34032193
"121",13.06608118,3.6365,16.39860509,4.1622,20.8751416,3.6522,16.91423937,4.1632,38.11476862,3.6882,22.53827027,4.1247,180.82949301,32.6902838,181.22392043,50.05173132,176.16013393
"122",13.37152225,3.6375,16.65397385,4.1605,20.92020668,3.652,16.9993623,4.1625,38.71539528,3.6892,22.79854182,4.1227,180.57412425,32.73534888,181.1387975,50.65235798,175.89986238
"123",13.57681871,3.638,16.70404616,4.1602,21.22564775,3.6525,17.19464429,4.1612,38.94563549,3.69,22.95870893,4.1217,180.52405194,33.04078995,180.94351551,50.88259819,175.73969527
"124",13.67195609,3.638,16.939386,4.1585,21.53108882,3.6532,17.30480337,4.1607,39.32603238,3.6902,23.09885515,4.1207,180.2887121,33.34623102,180.83335643,51.26299508,175.59954905
"125",13.97238993,3.639,17.00948723,4.158,21.83652989,3.6537,17.51510705,4.1592,39.92665903,3.6915,23.36913714,4.1187,180.21861087,33.65167209,180.62305275,51.86362173,175.32926706
"126",14.1626647,3.64,17.22980537,4.1565,21.92666004,3.6542,17.61024444,4.1587,40.06680525,3.692,23.55933558,4.1175,179.99829273,33.74180224,180.52791536,52.00376795,175.13906862
"127",14.277831,3.64,17.3149283,4.156,22.14197096,3.6547,17.81053366,4.1572,40.52728569,3.6925,23.66945047,4.1167,179.9131698,33.95711316,180.32762614,52.46424839,175.02895373
"128",14.58327207,3.6407,17.53023921,4.1545,22.4424048,3.655,17.91568551,4.1565,41.12791235,3.6935,23.94974291,4.1147,179.69785889,34.257547,180.22247429,53.06487505,174.74866129
"129",14.87869868,3.642,17.61536214,4.1537,22.74283864,3.6557,18.09093858,4.155,41.34814212,3.694,24.15996224,4.1132,179.61273596,34.55798084,180.04722122,53.28510482,174.53844196
"130",14.88871314,3.642,17.79562244,4.1525,22.90307002,3.6562,18.21611935,4.1547,41.73854945,3.6945,24.25005624,4.1127,179.43247566,34.71821222,179.92204045,53.67551215,174.44834796
"131",15.18914698,3.6427,17.92080321,4.1517,23.04827971,3.6565,18.41140134,4.153,42.34918655,3.6957,24.51032779,4.1107,179.30729489,34.86342191,179.72675846,54.28614925,174.18807641
"132",15.49458805,3.6435,18.07102013,4.1505,23.35372078,3.6572,18.52156042,4.1522,42.46931188,3.696,24.7605889,4.1092,179.15707797,35.16886298,179.61659938,54.40627458,173.9378153
"133",15.59473267,3.644,18.22624428,4.1497,23.65415462,3.6575,18.69180626,4.151,42.94981321,3.6967,24.83066201,4.1087,179.00185382,35.46929682,179.44635354,54.88677591,173.86774219
"134",15.80002912,3.6445,18.3614395,4.1485,23.95458846,3.658,18.82700149,4.1502,43.55043987,3.6977,25.11095445,4.1067,178.8666586,35.76973066,179.31115831,55.48740257,173.58744975
"135",16.10547019,3.645,18.53168535,4.1475,23.95959569,3.6582,18.97721841,4.149,43.56045031,3.698,25.36121555,4.1052,178.69641275,35.77473789,179.16094139,55.49741301,173.33718865
"136",16.34081003,3.646,18.64685165,4.1465,24.25502229,3.6587,19.13244256,4.148,44.15106652,3.6987,25.39124689,4.1047,178.58124645,36.07016449,179.00571724,56.08802922,173.30715731
"137",16.40590403,3.646,18.83211919,4.1452,24.55545613,3.6592,19.27765225,4.147,44.45137985,3.7,25.69156022,4.1027,178.39597891,36.37059833,178.86050755,56.38834255,173.00684398
"138",16.70633787,3.6472,18.95229272,4.1445,24.85588997,3.66,19.43788363,4.146,44.75169318,3.7,25.96184221,4.101,178.27580538,36.67103217,178.70027617,56.68865588,172.73656199
"139",17.01177894,3.6475,19.13756026,4.1432,24.98607797,3.6602,19.53802824,4.145,45.35231984,3.7012,26.00188399,4.1007,178.09053784,36.80122017,178.60013156,57.28928254,172.69652021
"140",17.12193802,3.648,19.22268318,4.1425,25.15632381,3.6602,19.7433247,4.1437,45.76274805,3.702,26.26215554,4.0987,178.00541492,36.97146601,178.3948351,57.69971075,172.43624866
"141",17.31722001,3.6482,19.44300133,4.141,25.45675765,3.661,19.83846208,4.143,45.95294649,3.7025,26.56246887,4.0972,177.78509677,37.27189985,178.29969772,57.88990919,172.13593533
