"","c_ch1","v_ch1","c_dch1","v_dch1","c_ch2","v_ch2","c_dch2","v_dch2","c_ch3","v_ch3","c_dch3","v_dch3","c_dch1.1","c_ch2.1","c_dch2.1","c_ch3.1","c_dch3.1"
"18",0.314241549,1.3458,2.204548415,0.0517,0.527050576,0.7834,2.229843764,0.0649,NA,NA,NA,NA,375.203444685,25.204142576,378.741722036,NA,NA
"19",0.324378708,1.3222,2.437703088,0.0538,0.567593271,0.7744,2.432572098,0.0668,NA,NA,NA,NA,374.970290012,25.244685271,378.538993702,NA,NA
"20",0.344653028,1.3007,2.660720601,0.0558,0.587864619,0.766,2.473117765,0.067,NA,NA,NA,NA,374.747272499,25.264956619,378.498448035,NA,NA
"21",0.364927347,1.2715,2.883738114,0.0578,0.628407314,0.758,2.716373935,0.0691,NA,NA,NA,NA,374.524254986,25.305499314,378.255191865,NA,NA
"22",0.385201666,1.2539,3.056069829,0.0593,0.668950009,0.7503,2.959630104,0.0712,NA,NA,NA,NA,374.351923271,25.346042009,378.011935696,NA,NA
"23",0.405475986,1.2374,3.127029946,0.0598,0.689221356,0.7431,3.223157621,0.0734,NA,NA,NA,NA,374.280963154,25.366313356,377.748408179,NA,NA
"24",0.425750305,1.222,3.360150442,0.0618,0.729764051,0.7363,3.527227833,0.0756,NA,NA,NA,NA,374.047842658,25.406856051,377.444337967,NA,NA
"25",0.446024625,1.2008,3.613505137,0.0638,0.770306746,0.7301,3.648855918,0.0766,NA,NA,NA,NA,373.794487963,25.447398746,377.322709882,NA,NA
"26",0.476436104,1.1815,3.664183506,0.0642,0.790578093,0.724,3.79075535,0.0776,NA,NA,NA,NA,373.743809594,25.467670093,377.18081045,NA,NA
"27",0.506847583,1.1584,3.887168328,0.0658,0.831120788,0.7184,4.094825562,0.0796,NA,NA,NA,NA,373.520824772,25.508212788,376.876740238,NA,NA
"28",0.537259062,1.1385,4.170925586,0.0679,0.871663483,0.713,4.419167122,0.0818,NA,NA,NA,NA,373.237067514,25.548755483,376.552398678,NA,NA
"29",0.557533381,1.1295,4.282417997,0.0686,0.891934831,0.708,4.743508681,0.0839,NA,NA,NA,NA,373.125575103,25.569026831,376.228057119,NA,NA
"30",0.5778077,1.1211,4.485161191,0.07,0.932477526,0.7033,4.885408114,0.0847,NA,NA,NA,NA,372.922831909,25.609569526,376.086157686,NA,NA
"31",0.59808202,1.1134,4.789275981,0.072,0.973020221,0.6987,5.088121588,0.0859,NA,NA,NA,NA,372.618717119,25.650112221,375.883444212,NA,NA
"32",0.618356339,1.1029,4.900784738,0.0727,1.013562916,0.6943,5.513819885,0.0881,NA,NA,NA,NA,372.507208362,25.690654916,375.457745915,NA,NA
"33",0.638630659,1.0966,5.113665091,0.074,1.033834263,0.6902,5.939518182,0.0901,NA,NA,NA,NA,372.294328009,25.710926263,375.032047618,NA,NA
"34",0.658904978,1.0908,5.448191361,0.076,1.074376958,0.6861,6.101688962,0.0909,NA,NA,NA,NA,371.959801739,25.751468958,374.869876838,NA,NA
"35",0.669042138,1.0855,5.519151479,0.0764,1.114919653,0.6822,6.385487827,0.0922,NA,NA,NA,NA,371.888841621,25.792011653,374.586077973,NA,NA
"36",0.689316457,1.0783,5.823221691,0.078,1.135191,0.6784,6.872000166,0.0942,NA,NA,NA,NA,371.584771409,25.812283,374.099565634,NA,NA
"37",0.709590776,1.0739,6.127291903,0.0796,1.175733695,0.6748,7.338241158,0.0958,NA,NA,NA,NA,371.280701197,25.852825695,373.633324642,NA,NA
"38",0.729865096,1.0698,6.198241619,0.08,1.21627639,0.6713,7.48014059,0.0963,NA,NA,NA,NA,371.209751481,25.89336839,373.49142521,NA,NA
"39",0.750139415,1.0659,6.623939916,0.082,1.236547738,0.6678,8.088281014,0.0983,NA,NA,NA,NA,370.784053184,25.913639738,372.883284786,NA,NA
"40",0.770413734,1.0606,6.735432327,0.0825,1.277090433,0.6644,8.574793353,0.0996,NA,NA,NA,NA,370.672560773,25.954182433,372.396772447,NA,NA
"41",0.790688054,1.0573,7.06990956,0.084,1.317633128,0.6611,8.83832087,0.1004,NA,NA,NA,NA,370.33808354,25.994725128,372.13324493,NA,NA
"42",0.821099533,1.0513,7.353750031,0.0852,1.337904475,0.6579,9.709988812,0.1024,NA,NA,NA,NA,370.054243069,26.014996475,371.261576988,NA,NA
"43",0.841373852,1.0485,7.556493225,0.086,1.37844717,0.6547,9.811345549,0.1025,NA,NA,NA,NA,369.851499875,26.05553917,371.160220251,NA,NA
"44",0.861648172,1.0459,7.961979612,0.0876,1.418989865,0.6516,10.80464157,0.1044,NA,NA,NA,NA,369.446013488,26.096081865,370.16692423,NA,NA
"45",0.881922491,1.0434,8.093743371,0.088,1.439261212,0.6486,11.04789774,0.1048,NA,NA,NA,NA,369.314249729,26.116353212,369.92366806,NA,NA
"46",0.90219681,1.04,8.58025571,0.0897,1.479803907,0.6456,12.16282186,0.1064,NA,NA,NA,NA,368.82773739,26.156895907,368.80874394,NA,NA
"47",0.92247113,1.0379,8.671490147,0.09,1.520346602,0.6427,12.26417859,0.1065,NA,NA,NA,NA,368.736502953,26.197438602,368.70738721,NA,NA
"48",0.932608289,1.0359,9.198622451,0.0916,1.560889297,0.6399,13.48045944,0.1078,NA,NA,NA,NA,368.209370649,26.237981297,367.49110636,NA,NA
"49",0.973156928,1.0315,9.340542687,0.092,1.581160645,0.637,14.14941391,0.1084,NA,NA,NA,NA,368.067450413,26.258252645,366.82215189,NA,NA
"50",1.013705567,1.0285,9.816989192,0.0933,1.62170334,0.6343,14.69674029,0.1088,NA,NA,NA,NA,367.591003908,26.29879534,366.27482551,NA,NA
"51",1.054254206,1.0259,10.0906925,0.094,1.662246035,0.6316,15.91302114,0.1095,NA,NA,NA,NA,367.3173006,26.339338035,365.05854466,NA,NA
"52",1.084665685,1.0232,10.42516974,0.0948,1.682517382,0.6288,17.14957333,0.1101,NA,NA,NA,NA,366.98282336,26.359609382,363.82199247,NA,NA
"53",1.135351483,1.0204,10.96228169,0.096,1.723060077,0.6261,17.59554298,0.1104,NA,NA,NA,NA,366.44571141,26.400152077,363.37602282,NA,NA
"54",1.196174441,1.0176,11.03323141,0.0961,1.763602772,0.6235,18.36585418,0.1107,NA,NA,NA,NA,366.37476169,26.440694772,362.60571162,NA,NA
"55",1.216448761,1.0169,11.65159815,0.0973,1.783874119,0.6208,19.60240638,0.111,NA,NA,NA,NA,365.75639495,26.460966119,361.36915942,NA,NA
"56",1.256997399,1.0156,11.99626158,0.098,1.824416814,0.6183,20.81868722,0.1113,NA,NA,NA,NA,365.41173152,26.501508814,360.15287858,NA,NA
"57",1.327957517,1.0128,12.25982773,0.0983,1.864959509,0.6157,22.03496807,0.1115,NA,NA,NA,NA,365.14816537,26.542051509,358.93659773,NA,NA
"58",1.398917635,1.0105,12.86796815,0.0994,1.905502204,0.612,23.25124892,0.1118,NA,NA,NA,NA,364.54002495,26.582594204,357.72031688,NA,NA
"59",1.459740593,1.0084,13.21258106,0.1,1.946044899,0.6095,24.46752977,0.112,NA,NA,NA,NA,364.19541204,26.623136899,356.50403603,NA,NA
"60",1.520563551,1.0061,13.48628437,0.1003,1.986587594,0.6071,25.70408197,0.1122,NA,NA,NA,NA,363.92170873,26.663679594,355.26748383,NA,NA
"61",1.57124935,1.0035,14.09442479,0.1011,2.006858942,0.6047,26.92036281,0.1123,NA,NA,NA,NA,363.31356831,26.683950942,354.05120299,NA,NA
"62",1.632072308,1.0011,14.71270089,0.1018,2.047401637,0.6023,27.4271465,0.1124,NA,NA,NA,NA,362.69529221,26.724493637,353.5444193,NA,NA
"63",1.672620947,0.9988,14.84448397,0.102,2.087944332,0.5999,28.15691501,0.1124,NA,NA,NA,NA,362.56350913,26.765036332,352.81465079,NA,NA
"64",1.723306745,0.9956,15.33106763,0.1025,2.108215679,0.5976,29.37319586,0.1125,NA,NA,NA,NA,362.07692547,26.785307679,351.59836994,NA,NA
"65",1.784129703,0.9926,15.94943437,0.1031,2.148758374,0.5953,30.63011153,0.1126,NA,NA,NA,NA,361.45855873,26.825850374,350.34145427,NA,NA
"66",1.824678342,0.99,16.5575748,0.1036,2.189301069,0.593,31.84648153,0.1127,NA,NA,NA,NA,360.8504183,26.866393069,349.12508427,NA,NA
"67",1.865226981,0.9879,17.05422281,0.104,2.209572416,0.5908,33.06276238,0.1128,NA,NA,NA,NA,360.35377029,26.886664416,347.90880342,NA,NA
"68",1.905775619,0.985,17.18600589,0.1041,2.250115111,0.5885,34.29931458,0.1129,NA,NA,NA,NA,360.22198721,26.927207111,346.67225122,NA,NA
"69",1.936187098,0.9827,17.80437263,0.1044,2.290657806,0.5863,35.51559543,0.113,NA,NA,NA,NA,359.60362047,26.967749806,345.45597037,NA,NA
"70",1.976735737,0.9798,18.41260221,0.1049,2.310929154,0.5841,36.73187627,0.113,NA,NA,NA,NA,358.99539089,26.988021154,344.23968953,NA,NA
"71",2.017284376,0.9774,19.03087831,0.1052,2.351471849,0.582,37.94815712,0.1132,NA,NA,NA,NA,358.37711479,27.028563849,343.02340868,NA,NA
"72",2.057833015,0.9743,19.6491544,0.1054,2.392014544,0.5798,39.18470932,0.1132,NA,NA,NA,NA,357.7588387,27.069106544,341.78685648,NA,NA
"73",2.088244494,0.9719,20.25738399,0.1057,2.432557239,0.5777,40.40099017,0.1133,NA,NA,NA,NA,357.15060911,27.109649239,340.57057563,NA,NA
"74",2.128793132,0.9688,20.86561357,0.106,2.452828586,0.5757,41.61727101,0.1134,NA,NA,NA,NA,356.54237953,27.129920586,339.35429479,NA,NA
"75",2.169341771,0.9663,21.47384315,0.1062,2.493371281,0.5735,42.83355186,0.1134,NA,NA,NA,NA,355.93414995,27.170463281,338.13801394,NA,NA
"76",2.20989041,0.9632,22.09211925,0.1064,2.533913976,0.5715,44.04983271,0.1135,NA,NA,NA,NA,355.31587385,27.211005976,336.92173309,NA,NA
"77",2.250439049,0.9607,22.7103047,0.1066,2.554185323,0.5694,45.26611356,0.1136,NA,NA,NA,NA,354.6976884,27.231277323,335.70545224,NA,NA
"78",2.280850528,0.9583,23.32849016,0.1067,2.594728018,0.5674,46.50266576,0.1137,NA,NA,NA,NA,354.07950294,27.271820018,334.46890004,NA,NA
"79",2.311262007,0.9558,23.93654142,0.1069,2.635270713,0.5654,47.7189466,0.1138,NA,NA,NA,NA,353.47145168,27.312362713,333.2526192,NA,NA
"80",2.351810646,0.9533,24.55481752,0.1071,2.655542061,0.5634,48.93522745,0.1139,NA,NA,NA,NA,352.85317558,27.332634061,332.03633835,NA,NA
"81",2.382222125,0.9502,25.16295794,0.1072,2.696084756,0.5614,50.1515083,0.114,NA,NA,NA,NA,352.24503516,27.373176756,330.8200575,NA,NA
"82",2.422770763,0.9477,25.77109837,0.1073,2.736627451,0.5594,51.3880605,0.1141,NA,NA,NA,NA,351.63689473,27.413719451,329.5835053,NA,NA
"83",2.443045083,0.9465,26.37923879,0.1074,2.797441493,0.5556,52.62461269,0.1142,NA,NA,NA,NA,351.02875431,27.474533493,328.34695311,NA,NA
"84",2.463319402,0.9447,26.98729006,0.1074,2.858255535,0.5518,53.84089354,0.1143,NA,NA,NA,NA,350.42070304,27.535347535,327.13067226,NA,NA
"85",2.503868041,0.9421,27.59543048,0.1075,2.939340925,0.5481,54.24632049,0.1144,NA,NA,NA,NA,349.81256262,27.616432925,326.72524531,NA,NA
"86",2.54441668,0.9391,28.20357091,0.1076,3.000154968,0.5444,55.07744573,0.1144,NA,NA,NA,NA,349.20442219,27.677246968,325.89412007,NA,NA
"87",2.595102478,0.9354,28.81171133,0.1077,3.081240358,0.5409,56.31399793,0.1145,NA,NA,NA,NA,348.59628177,27.758332358,324.65756787,NA,NA
"88",2.635651117,0.933,29.43007807,0.1077,3.1420544,0.5374,57.55055013,0.1145,NA,NA,NA,NA,347.97791503,27.8191464,323.42101567,NA,NA
"89",2.666062596,0.93,30.03830765,0.1078,3.202868442,0.5338,58.78710232,0.1147,NA,NA,NA,NA,347.36968545,27.879960442,322.18446348,NA,NA
"90",2.706611235,0.9277,30.64644808,0.1079,3.283953832,0.5304,60.00338317,0.1148,NA,NA,NA,NA,346.76154502,27.961045832,320.96818263,NA,NA
"91",2.747159873,0.9246,31.25449934,0.1079,3.344767875,0.527,61.21966402,0.1149,NA,NA,NA,NA,346.15349376,28.021859875,319.75190178,NA,NA
"92",2.787708512,0.9222,31.50789119,0.108,3.405581917,0.5237,62.43594487,0.115,NA,NA,NA,NA,345.90010191,28.082673917,318.53562093,NA,NA
"93",2.828257151,0.9192,31.86269178,0.108,3.486667307,0.5204,63.67249706,0.1151,NA,NA,NA,NA,345.54530132,28.163759307,317.29906874,NA,NA
"94",2.86880579,0.9168,32.47092136,0.108,3.547481349,0.5172,64.90904926,0.1152,NA,NA,NA,NA,344.93707174,28.224573349,316.06251654,NA,NA
"95",2.899217269,0.9139,33.08919746,0.1081,3.628566739,0.5139,66.12533011,0.1153,NA,NA,NA,NA,344.31879564,28.305658739,314.84623569,NA,NA
"96",2.939765907,0.911,33.69724872,0.1081,3.648838087,0.5124,67.34161095,0.1154,NA,NA,NA,NA,343.71074438,28.325930087,313.62995485,NA,NA
"97",2.980314546,0.9085,34.30538915,0.1081,3.689380782,0.511,68.5578918,0.1155,NA,NA,NA,NA,343.10260395,28.366472782,312.413674,NA,NA
"98",3.010726025,0.9062,34.91361873,0.1082,3.750194824,0.5079,69.77417265,0.1157,NA,NA,NA,NA,342.49437437,28.427286824,311.19739315,NA,NA
"99",3.051274664,0.9039,35.52175915,0.1082,3.831280214,0.5048,71.01072485,0.1158,NA,NA,NA,NA,341.88623395,28.508372214,309.96084095,NA,NA
"100",3.081686143,0.9016,36.12981042,0.1082,3.892094256,0.5018,72.24727704,0.1159,NA,NA,NA,NA,341.27818268,28.569186256,308.72428876,NA,NA
"101",3.112097622,0.8993,36.74808652,0.1082,3.952908299,0.4987,73.46355789,0.1161,NA,NA,NA,NA,340.65990658,28.630000299,307.50800791,NA,NA
"102",3.152646261,0.897,37.36636262,0.1082,4.033993689,0.4958,74.67983874,0.1163,NA,NA,NA,NA,340.04163048,28.711085689,306.29172706,NA,NA
"103",3.193194899,0.8942,37.98463871,0.1083,4.094807731,0.4929,75.10553703,0.1164,NA,NA,NA,NA,339.42335439,28.771899731,305.86602877,NA,NA
"104",3.233743538,0.8919,38.59286829,0.1084,4.175893121,0.49,75.91639093,0.1164,NA,NA,NA,NA,338.81512481,28.852985121,305.05517487,NA,NA
"105",3.264155017,0.889,39.20109788,0.1084,4.236707163,0.4873,77.13267178,0.1165,NA,NA,NA,NA,338.20689522,28.913799163,303.83889402,NA,NA
"106",3.304703656,0.8867,39.80932746,0.1084,4.297521206,0.4844,78.34895263,0.1171,NA,NA,NA,NA,337.59866564,28.974613206,302.62261317,NA,NA
"107",3.345252295,0.8845,40.41746788,0.1084,4.378606596,0.4816,79.58550483,0.1172,NA,NA,NA,NA,336.99052522,29.055698596,301.38606097,NA,NA
"108",3.385800934,0.8817,41.0256083,0.1084,4.439420638,0.479,80.82205702,0.1174,NA,NA,NA,NA,336.3823848,29.116512638,300.14950878,NA,NA
"109",3.416212413,0.8795,41.64397505,0.1085,4.50023468,0.4763,82.03833787,0.1175,NA,NA,NA,NA,335.76401805,29.17732668,298.93322793,NA,NA
"110",3.466898211,0.8762,42.26225114,0.1086,4.58132007,0.4737,83.25461872,0.1177,NA,NA,NA,NA,335.14574196,29.25841207,297.71694708,NA,NA
"111",3.50744685,0.8739,42.87039157,0.1087,4.642134113,0.4711,84.49117091,0.118,NA,NA,NA,NA,334.53760153,29.319226113,296.48039489,NA,NA
"112",3.537858329,0.8713,43.47862115,0.1087,4.723219503,0.4685,85.70745176,0.118,NA,NA,NA,NA,333.92937195,29.400311503,295.26411404,NA,NA
"113",3.578406968,0.8691,44.08685073,0.1087,4.784033545,0.4659,86.92373261,0.1182,NA,NA,NA,NA,333.32114237,29.461125545,294.04783319,NA,NA
"114",3.618955606,0.8669,44.70521747,0.1087,4.844847587,0.4633,87.41024495,0.1184,NA,NA,NA,NA,332.70277563,29.521939587,293.56132085,NA,NA
"115",3.659504245,0.8643,45.31344705,0.1088,4.885390282,0.4621,88.16028481,0.1184,NA,NA,NA,NA,332.09454605,29.562482282,292.81128099,NA,NA
"116",3.689915724,0.8622,45.93181379,0.1087,4.946204325,0.4602,89.396837,0.1186,NA,NA,NA,NA,331.47617931,29.623296325,291.5747288,NA,NA
"117",3.730464363,0.8596,46.55018053,0.1088,5.007018367,0.4577,90.61311785,0.1188,NA,NA,NA,NA,330.85781257,29.684110367,290.35844795,NA,NA
"118",3.771013002,0.8575,47.16854727,0.1088,5.06783241,0.4552,91.84967004,0.1191,NA,NA,NA,NA,330.23944583,29.74492441,289.12189576,NA,NA
"119",3.801424481,0.8549,47.7766877,0.1089,5.148917799,0.4528,93.06595089,0.1193,NA,NA,NA,NA,329.6313054,29.826009799,287.90561491,NA,NA
"120",3.841973119,0.8528,48.38482812,0.1089,5.209731842,0.4504,94.28223174,0.1195,NA,NA,NA,NA,329.02316498,29.886823842,286.68933406,NA,NA
"121",3.882521758,0.8503,49.00319486,0.1089,5.270545884,0.4481,95.49851259,0.1197,NA,NA,NA,NA,328.40479824,29.947637884,285.47305321,NA,NA
"122",3.923070397,0.8483,49.6215616,0.1089,5.351631274,0.4458,96.73506479,0.1199,NA,NA,NA,NA,327.7864315,30.028723274,284.23650101,NA,NA
"123",3.953481876,0.8463,50.22979119,0.1089,5.432716664,0.4429,97.97161698,0.1201,NA,NA,NA,NA,327.17820191,30.109808664,282.99994882,NA,NA
"124",3.994030515,0.8438,50.84815793,0.109,5.513802054,0.4406,98.84328492,0.1204,NA,NA,NA,NA,326.55983517,30.190894054,282.12828088,NA,NA
"125",4.054853473,0.8404,51.45638751,0.109,5.574616096,0.4382,99.18789783,0.1204,NA,NA,NA,NA,325.95160559,30.251708096,281.78366797,NA,NA
"126",4.115676431,0.8375,52.06452793,0.109,5.655701486,0.4355,100.4041787,0.1207,NA,NA,NA,NA,325.34346517,30.332793486,280.5673871,NA,NA
"127",4.14608791,0.8352,52.67266836,0.109,5.736786876,0.4332,101.6407309,0.1209,NA,NA,NA,NA,324.73532474,30.413878876,279.3308349,NA,NA
"128",4.206910868,0.8324,53.28089794,0.109,5.797600918,0.4311,102.8570117,0.1212,NA,NA,NA,NA,324.12709516,30.474692918,278.1145541,NA,NA
"129",4.247459507,0.8302,53.89926468,0.1091,5.858414961,0.4289,104.0732926,0.1215,NA,NA,NA,NA,323.50872842,30.535506961,276.8982732,NA,NA
"130",4.267733826,0.8292,54.50749426,0.1091,5.939500351,0.4267,105.3098448,0.1218,NA,NA,NA,NA,322.90049884,30.616592351,275.661721,NA,NA
"131",4.298145305,0.8275,55.11563468,0.1091,6.000314393,0.4246,106.546397,0.1221,NA,NA,NA,NA,322.29235842,30.677406393,274.4251688,NA,NA
"132",4.338693944,0.8251,55.72377511,0.1092,6.061128436,0.4224,107.4991503,0.1224,NA,NA,NA,NA,321.68421799,30.738220436,273.4724155,NA,NA
"133",4.409654062,0.8216,56.3420512,0.1092,6.101671131,0.4214,107.7829492,0.1224,NA,NA,NA,NA,321.0659419,30.778763131,273.1886166,NA,NA
"134",4.450202701,0.8194,56.95019163,0.1092,6.142213825,0.4203,109.0195014,0.1227,NA,NA,NA,NA,320.45780147,30.819305825,271.9520644,NA,NA
"135",4.511025659,0.8159,57.55842121,0.1093,6.203027868,0.4183,110.2560535,0.123,NA,NA,NA,NA,319.84957189,30.880119868,270.7155123,NA,NA
"136",4.571848617,0.8134,58.18692511,0.1093,6.26384191,0.4162,111.4723344,0.1234,NA,NA,NA,NA,319.22106799,30.94093391,269.4992314,NA,NA
"137",4.622534415,0.8109,58.79515469,0.1094,6.365198648,0.4137,112.6886152,0.1237,NA,NA,NA,NA,318.61283841,31.042290648,268.2829506,NA,NA
"138",4.673220214,0.8079,59.41352143,0.1093,6.42601269,0.4117,113.9048961,0.1241,NA,NA,NA,NA,317.99447167,31.10310469,267.0666697,NA,NA
"139",4.734043172,0.8054,60.02175101,0.1094,6.486826732,0.4097,114.5941219,0.1244,NA,NA,NA,NA,317.38624209,31.163918732,266.3774439,NA,NA
"140",4.774591811,0.8034,60.65025491,0.1094,6.567912122,0.4077,115.1211769,0.1245,NA,NA,NA,NA,316.75773819,31.245004122,265.8503889,NA,NA
"141",4.825277609,0.8009,61.26862166,0.1094,6.628726165,0.4057,116.3374578,0.1249,NA,NA,NA,NA,316.13937144,31.305818165,264.634108,NA,NA
"142",4.875963407,0.7986,61.8869884,0.1095,6.730082902,0.4028,117.5537386,0.1253,NA,NA,NA,NA,315.5210047,31.407174902,263.4178272,NA,NA
"143",4.916512046,0.7966,62.49521798,0.1095,6.831439639,0.3999,118.7902908,0.1257,NA,NA,NA,NA,314.91277512,31.508531639,262.181275,NA,NA
"144",4.977335004,0.7943,63.11358472,0.1095,6.912525029,0.3979,120.026843,0.1261,NA,NA,NA,NA,314.29440838,31.589617029,260.9447228,NA,NA
"145",5.017883643,0.7923,63.73186082,0.1096,7.013881767,0.3951,120.6147121,0.1264,NA,NA,NA,NA,313.67613228,31.690973767,260.3568537,NA,NA
"146",5.068569441,0.7896,64.34000124,0.1096,7.115238504,0.3923,121.2431239,0.1266,NA,NA,NA,NA,313.06799186,31.792330504,259.7284419,NA,NA
"147",5.1293924,0.7872,64.95836798,0.1097,7.216595241,0.3896,122.4796761,0.1271,NA,NA,NA,NA,312.44962512,31.893687241,258.4918897,NA,NA
"148",5.190215358,0.7846,65.57673472,0.1097,7.317951979,0.3869,123.7162283,0.1275,NA,NA,NA,NA,311.83125838,31.995043979,257.2553375,NA,NA
"149",5.240901156,0.7818,66.19510146,0.1097,7.419308716,0.3841,124.9325091,0.1279,NA,NA,NA,NA,311.21289164,32.096400716,256.0390567,NA,NA
"150",5.301724114,0.7796,66.8134682,0.1098,7.540936801,0.3812,126.0474332,0.1284,NA,NA,NA,NA,310.5945249,32.218028801,254.9241326,NA,NA
"151",5.352409913,0.7773,67.42160863,0.1098,7.642293538,0.3785,126.14879,0.1284,NA,NA,NA,NA,309.98638447,32.319385538,254.8227758,NA,NA
"152",5.403095711,0.7747,68.02974905,0.1098,7.743650276,0.376,127.3853422,0.1289,NA,NA,NA,NA,309.37824405,32.420742276,253.5862236,NA,NA
"153",5.463918669,0.7725,68.63797863,0.1099,7.845007013,0.3738,128.6218944,0.1295,NA,NA,NA,NA,308.77001447,32.522099013,252.3496714,NA,NA
"154",5.484192989,0.7715,69.01305354,0.11,7.926092403,0.3712,129.8381752,0.13,NA,NA,NA,NA,308.39493956,32.603184403,251.1333906,NA,NA
"155",5.524741627,0.7699,69.24620821,0.1099,8.02744914,0.3687,130.5679437,0.1304,NA,NA,NA,NA,308.16178489,32.70454114,250.4036221,NA,NA
"156",5.575419996,0.7674,69.87471211,0.1099,8.128805877,0.3662,131.0544561,0.1306,NA,NA,NA,NA,307.53328099,32.805897877,249.9171097,NA,NA
"157",5.636234038,0.7653,70.49298821,0.1101,8.230162615,0.3638,132.2910082,0.1312,NA,NA,NA,NA,306.91500489,32.907254615,248.6805576,NA,NA
"158",5.697056996,0.7627,71.10112864,0.1101,8.3517907,0.3613,133.5072891,0.1317,NA,NA,NA,NA,306.30686446,33.0288827,247.4642767,NA,NA
"159",5.747742795,0.7601,71.71949538,0.1101,8.43287609,0.3593,134.7438413,0.1323,NA,NA,NA,NA,305.68849772,33.10996809,246.2277245,NA,NA
"160",5.808565753,0.7576,72.32772496,0.1101,8.534232827,0.357,134.845198,0.1324,NA,NA,NA,NA,305.08026814,33.211324827,246.1263678,NA,NA
"161",5.879525871,0.7547,72.93595454,0.1102,8.635589564,0.3545,135.9601221,0.1329,NA,NA,NA,NA,304.47203856,33.312681564,245.0114437,NA,NA
"162",5.930211669,0.7525,73.55423064,0.1102,8.757217649,0.3519,137.176403,0.1335,NA,NA,NA,NA,303.85376246,33.434309649,243.7951628,NA,NA
"163",5.991025712,0.7499,74.17250674,0.1103,8.878845734,0.3493,138.3926838,0.1341,NA,NA,NA,NA,303.23548636,33.555937734,242.578882,NA,NA
"164",6.051839754,0.7474,74.79087348,0.1103,8.980202471,0.347,139.0008243,0.1344,NA,NA,NA,NA,302.61711962,33.657294471,241.9707415,NA,NA
"165",6.102525553,0.7449,75.40914957,0.1104,9.101830556,0.3444,139.6089647,0.1347,NA,NA,NA,NA,301.99884353,33.778922556,241.3626011,NA,NA
"166",6.163348511,0.7427,76.02742567,0.1104,9.203187293,0.3421,140.8252455,0.1353,NA,NA,NA,NA,301.38056743,33.880279293,240.1463203,NA,NA
"167",6.224171469,0.7403,76.64579241,0.1105,9.304544031,0.3399,142.0617977,0.1358,NA,NA,NA,NA,300.76220069,33.981636031,238.9097681,NA,NA
